timestamp,value,timeseries_id,station_name,pollutant_name,pollutant_std,latitude,longitude
2023-06-01 00:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 01:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 02:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 03:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 04:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 05:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 06:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 07:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 08:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 09:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 10:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 11:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 12:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 13:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 14:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 15:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 16:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 17:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 18:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 19:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 20:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 21:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 22:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-01 23:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 00:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 01:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 02:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 03:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 04:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 05:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 06:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 07:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 08:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 09:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 10:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 12:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 13:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 14:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 15:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 16:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 17:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 18:00:00,0.091,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 19:00:00,0.077,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 20:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 21:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 22:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-02 23:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 00:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 01:00:00,0.098,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 02:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 03:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 04:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 05:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 06:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 07:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 08:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 09:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 10:00:00,0.099,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 11:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 12:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 13:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 14:00:00,0.082,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 15:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 16:00:00,0.086,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 17:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 18:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 19:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 20:00:00,0.083,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 21:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 22:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-03 23:00:00,0.067,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 00:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 01:00:00,0.074,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 02:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 03:00:00,0.096,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 04:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 05:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 06:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 07:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 08:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 09:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 10:00:00,0.103,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 11:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 12:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 13:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 14:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 15:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 16:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 17:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 18:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 19:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 20:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 21:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 22:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-04 23:00:00,0.005,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-05 00:00:00,0.088,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-05 01:00:00,0.085,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-05 02:00:00,0.09,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-05 03:00:00,0.061,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-05 04:00:00,0.092,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-05 05:00:00,0.17,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
2023-06-05 06:00:00,0.171,2704,London Marylebone Road,Ethyne,Ethyne,51.52253,-0.1546109999949009
