@MeasurementDateGMT,@LocalAuthorityName,@SiteCode,@SiteName,@SiteType,@SpeciesCode,@Value,@DateClosed,@DateOpened,@Latitude,@Longitude,ValuePresent
2023-01-01T00:00:00Z,Barking and Dagenham,BG2,,,NO2,4.6,,,,,True
2023-01-01T01:00:00Z,Barking and Dagenham,BG2,,,NO2,4.4,,,,,True
2023-01-01T02:00:00Z,Barking and Dagenham,BG2,,,NO2,4.1,,,,,True
2023-01-01T03:00:00Z,Barking and Dagenham,BG2,,,NO2,3.7,,,,,True
2023-01-01T04:00:00Z,Barking and Dagenham,BG2,,,NO2,2.9,,,,,True
2023-01-01T05:00:00Z,Barking and Dagenham,BG2,,,NO2,3.3,,,,,True
2023-01-01T06:00:00Z,Barking and Dagenham,BG2,,,NO2,3.6,,,,,True
2023-01-01T07:00:00Z,Barking and Dagenham,BG2,,,NO2,3.5,,,,,True
2023-01-01T08:00:00Z,Barking and Dagenham,BG2,,,NO2,3.2,,,,,True
2023-01-01T09:00:00Z,Barking and Dagenham,BG2,,,NO2,4.6,,,,,True
2023-01-01T10:00:00Z,Barking and Dagenham,BG2,,,NO2,4.9,,,,,True
2023-01-01T11:00:00Z,Barking and Dagenham,BG2,,,NO2,4.7,,,,,True
2023-01-01T12:00:00Z,Barking and Dagenham,BG2,,,NO2,5.9,,,,,True
2023-01-01T13:00:00Z,Barking and Dagenham,BG2,,,NO2,5.9,,,,,True
2023-01-01T14:00:00Z,Barking and Dagenham,BG2,,,NO2,7.3,,,,,True
2023-01-01T15:00:00Z,Barking and Dagenham,BG2,,,NO2,9.3,,,,,True
2023-01-01T16:00:00Z,Barking and Dagenham,BG2,,,NO2,7.1,,,,,True
2023-01-01T17:00:00Z,Barking and Dagenham,BG2,,,NO2,9.1,,,,,True
2023-01-01T18:00:00Z,Barking and Dagenham,BG2,,,NO2,18.2,,,,,True
2023-01-01T19:00:00Z,Barking and Dagenham,BG2,,,NO2,20.3,,,,,True
2023-01-01T20:00:00Z,Barking and Dagenham,BG2,,,NO2,26.0,,,,,True
2023-01-01T21:00:00Z,Barking and Dagenham,BG2,,,NO2,21.5,,,,,True
2023-01-01T22:00:00Z,Barking and Dagenham,BG2,,,NO2,20.8,,,,,True
2023-01-01T23:00:00Z,Barking and Dagenham,BG2,,,NO2,21.8,,,,,True
2023-01-02T00:00:00Z,Barking and Dagenham,BG2,,,NO2,20.6,,,,,True
2023-01-02T01:00:00Z,Barking and Dagenham,BG2,,,NO2,12.8,,,,,True
2023-01-02T02:00:00Z,Barking and Dagenham,BG2,,,NO2,9.2,,,,,True
2023-01-02T03:00:00Z,Barking and Dagenham,BG2,,,NO2,6.9,,,,,True
2023-01-02T04:00:00Z,Barking and Dagenham,BG2,,,NO2,7.5,,,,,True
2023-01-02T05:00:00Z,Barking and Dagenham,BG2,,,NO2,4.8,,,,,True
2023-01-02T06:00:00Z,Barking and Dagenham,BG2,,,NO2,6.4,,,,,True
2023-01-02T07:00:00Z,Barking and Dagenham,BG2,,,NO2,12.3,,,,,True
2023-01-02T08:00:00Z,Barking and Dagenham,BG2,,,NO2,20.3,,,,,True
2023-01-02T09:00:00Z,Barking and Dagenham,BG2,,,NO2,23.7,,,,,True
2023-01-02T10:00:00Z,Barking and Dagenham,BG2,,,NO2,19.4,,,,,True
2023-01-02T11:00:00Z,Barking and Dagenham,BG2,,,NO2,13.0,,,,,True
2023-01-02T12:00:00Z,Barking and Dagenham,BG2,,,NO2,13.5,,,,,True
2023-01-02T13:00:00Z,Barking and Dagenham,BG2,,,NO2,12.1,,,,,True
2023-01-02T14:00:00Z,Barking and Dagenham,BG2,,,NO2,14.7,,,,,True
2023-01-02T15:00:00Z,Barking and Dagenham,BG2,,,NO2,18.4,,,,,True
2023-01-02T16:00:00Z,Barking and Dagenham,BG2,,,NO2,32.6,,,,,True
2023-01-02T17:00:00Z,Barking and Dagenham,BG2,,,NO2,39.7,,,,,True
2023-01-02T18:00:00Z,Barking and Dagenham,BG2,,,NO2,46.0,,,,,True
2023-01-02T19:00:00Z,Barking and Dagenham,BG2,,,NO2,45.0,,,,,True
2023-01-02T20:00:00Z,Barking and Dagenham,BG2,,,NO2,37.9,,,,,True
2023-01-02T21:00:00Z,Barking and Dagenham,BG2,,,NO2,33.0,,,,,True
2023-01-02T22:00:00Z,Barking and Dagenham,BG2,,,NO2,48.7,,,,,True
2023-01-02T23:00:00Z,Barking and Dagenham,BG2,,,NO2,53.8,,,,,True
2023-01-03T00:00:00Z,Barking and Dagenham,BG2,,,NO2,51.3,,,,,True
2023-01-03T01:00:00Z,Barking and Dagenham,BG2,,,NO2,38.2,,,,,True
2023-01-03T02:00:00Z,Barking and Dagenham,BG2,,,NO2,41.4,,,,,True
2023-01-03T03:00:00Z,Barking and Dagenham,BG2,,,NO2,39.0,,,,,True
2023-01-03T04:00:00Z,Barking and Dagenham,BG2,,,NO2,39.5,,,,,True
2023-01-03T05:00:00Z,Barking and Dagenham,BG2,,,NO2,40.1,,,,,True
2023-01-03T06:00:00Z,Barking and Dagenham,BG2,,,NO2,36.3,,,,,True
2023-01-03T07:00:00Z,Barking and Dagenham,BG2,,,NO2,27.6,,,,,True
2023-01-03T08:00:00Z,Barking and Dagenham,BG2,,,NO2,15.7,,,,,True
2023-01-03T09:00:00Z,Barking and Dagenham,BG2,,,NO2,28.8,,,,,True
2023-01-03T10:00:00Z,Barking and Dagenham,BG2,,,NO2,23.7,,,,,True
2023-01-03T11:00:00Z,Barking and Dagenham,BG2,,,NO2,19.2,,,,,True
2023-01-03T12:00:00Z,Barking and Dagenham,BG2,,,NO2,15.5,,,,,True
2023-01-03T13:00:00Z,Barking and Dagenham,BG2,,,NO2,22.6,,,,,True
2023-01-03T14:00:00Z,Barking and Dagenham,BG2,,,NO2,16.3,,,,,True
2023-01-03T15:00:00Z,Barking and Dagenham,BG2,,,NO2,20.5,,,,,True
2023-01-03T16:00:00Z,Barking and Dagenham,BG2,,,NO2,21.4,,,,,True
2023-01-03T17:00:00Z,Barking and Dagenham,BG2,,,NO2,20.6,,,,,True
2023-01-03T18:00:00Z,Barking and Dagenham,BG2,,,NO2,11.9,,,,,True
2023-01-03T19:00:00Z,Barking and Dagenham,BG2,,,NO2,5.5,,,,,True
2023-01-03T20:00:00Z,Barking and Dagenham,BG2,,,NO2,4.9,,,,,True
2023-01-03T21:00:00Z,Barking and Dagenham,BG2,,,NO2,5.2,,,,,True
2023-01-03T22:00:00Z,Barking and Dagenham,BG2,,,NO2,7.8,,,,,True
2023-01-03T23:00:00Z,Barking and Dagenham,BG2,,,NO2,7.0,,,,,True
2023-01-04T00:00:00Z,Barking and Dagenham,BG2,,,NO2,5.0,,,,,True
2023-01-04T01:00:00Z,Barking and Dagenham,BG2,,,NO2,3.7,,,,,True
2023-01-04T02:00:00Z,Barking and Dagenham,BG2,,,NO2,3.1,,,,,True
2023-01-04T03:00:00Z,Barking and Dagenham,BG2,,,NO2,2.5,,,,,True
2023-01-04T04:00:00Z,Barking and Dagenham,BG2,,,NO2,3.5,,,,,True
2023-01-04T05:00:00Z,Barking and Dagenham,BG2,,,NO2,5.3,,,,,True
2023-01-04T06:00:00Z,Barking and Dagenham,BG2,,,NO2,10.0,,,,,True
2023-01-04T07:00:00Z,Barking and Dagenham,BG2,,,NO2,13.9,,,,,True
2023-01-04T08:00:00Z,Barking and Dagenham,BG2,,,NO2,15.9,,,,,True
2023-01-04T09:00:00Z,Barking and Dagenham,BG2,,,NO2,14.8,,,,,True
2023-01-04T10:00:00Z,Barking and Dagenham,BG2,,,NO2,16.4,,,,,True
2023-01-04T11:00:00Z,Barking and Dagenham,BG2,,,NO2,13.5,,,,,True
2023-01-04T12:00:00Z,Barking and Dagenham,BG2,,,NO2,11.8,,,,,True
2023-01-04T13:00:00Z,Barking and Dagenham,BG2,,,NO2,13.1,,,,,True
2023-01-04T14:00:00Z,Barking and Dagenham,BG2,,,NO2,11.7,,,,,True
2023-01-04T15:00:00Z,Barking and Dagenham,BG2,,,NO2,15.4,,,,,True
2023-01-04T16:00:00Z,Barking and Dagenham,BG2,,,NO2,12.1,,,,,True
2023-01-04T17:00:00Z,Barking and Dagenham,BG2,,,NO2,12.2,,,,,True
2023-01-04T18:00:00Z,Barking and Dagenham,BG2,,,NO2,10.3,,,,,True
2023-01-04T19:00:00Z,Barking and Dagenham,BG2,,,NO2,9.9,,,,,True
2023-01-04T20:00:00Z,Barking and Dagenham,BG2,,,NO2,11.9,,,,,True
2023-01-04T21:00:00Z,Barking and Dagenham,BG2,,,NO2,14.4,,,,,True
2023-01-04T22:00:00Z,Barking and Dagenham,BG2,,,NO2,8.5,,,,,True
2023-01-04T23:00:00Z,Barking and Dagenham,BG2,,,NO2,9.2,,,,,True
2023-01-05T00:00:00Z,Barking and Dagenham,BG2,,,NO2,9.2,,,,,True
2023-01-05T01:00:00Z,Barking and Dagenham,BG2,,,NO2,7.1,,,,,True
2023-01-05T02:00:00Z,Barking and Dagenham,BG2,,,NO2,4.9,,,,,True
2023-01-05T03:00:00Z,Barking and Dagenham,BG2,,,NO2,10.4,,,,,True
2023-01-05T04:00:00Z,Barking and Dagenham,BG2,,,NO2,5.7,,,,,True
2023-01-05T05:00:00Z,Barking and Dagenham,BG2,,,NO2,14.9,,,,,True
2023-01-05T06:00:00Z,Barking and Dagenham,BG2,,,NO2,23.4,,,,,True
2023-01-05T07:00:00Z,Barking and Dagenham,BG2,,,NO2,25.5,,,,,True
2023-01-05T08:00:00Z,Barking and Dagenham,BG2,,,NO2,25.6,,,,,True
2023-01-05T09:00:00Z,Barking and Dagenham,BG2,,,NO2,23.8,,,,,True
2023-01-05T10:00:00Z,Barking and Dagenham,BG2,,,NO2,22.4,,,,,True
2023-01-05T11:00:00Z,Barking and Dagenham,BG2,,,NO2,18.6,,,,,True
2023-01-05T12:00:00Z,Barking and Dagenham,BG2,,,NO2,17.5,,,,,True
2023-01-05T13:00:00Z,Barking and Dagenham,BG2,,,NO2,28.6,,,,,True
2023-01-05T14:00:00Z,Barking and Dagenham,BG2,,,NO2,24.3,,,,,True
2023-01-05T15:00:00Z,Barking and Dagenham,BG2,,,NO2,30.1,,,,,True
2023-01-05T16:00:00Z,Barking and Dagenham,BG2,,,NO2,32.9,,,,,True
2023-01-05T17:00:00Z,Barking and Dagenham,BG2,,,NO2,23.8,,,,,True
2023-01-05T18:00:00Z,Barking and Dagenham,BG2,,,NO2,25.7,,,,,True
2023-01-05T19:00:00Z,Barking and Dagenham,BG2,,,NO2,11.6,,,,,True
2023-01-05T20:00:00Z,Barking and Dagenham,BG2,,,NO2,7.8,,,,,True
2023-01-05T21:00:00Z,Barking and Dagenham,BG2,,,NO2,5.5,,,,,True
2023-01-05T22:00:00Z,Barking and Dagenham,BG2,,,NO2,5.0,,,,,True
2023-01-05T23:00:00Z,Barking and Dagenham,BG2,,,NO2,4.1,,,,,True
2023-01-06T00:00:00Z,Barking and Dagenham,BG2,,,NO2,3.2,,,,,True
2023-01-06T01:00:00Z,Barking and Dagenham,BG2,,,NO2,3.6,,,,,True
2023-01-06T02:00:00Z,Barking and Dagenham,BG2,,,NO2,4.1,,,,,True
2023-01-06T03:00:00Z,Barking and Dagenham,BG2,,,NO2,4.8,,,,,True
2023-01-06T04:00:00Z,Barking and Dagenham,BG2,,,NO2,12.0,,,,,True
2023-01-06T05:00:00Z,Barking and Dagenham,BG2,,,NO2,26.0,,,,,True
2023-01-06T06:00:00Z,Barking and Dagenham,BG2,,,NO2,26.2,,,,,True
2023-01-06T07:00:00Z,Barking and Dagenham,BG2,,,NO2,28.0,,,,,True
2023-01-06T08:00:00Z,Barking and Dagenham,BG2,,,NO2,35.7,,,,,True
2023-01-06T09:00:00Z,Barking and Dagenham,BG2,,,NO2,33.2,,,,,True
2023-01-06T10:00:00Z,Barking and Dagenham,BG2,,,NO2,26.9,,,,,True
2023-01-06T11:00:00Z,Barking and Dagenham,BG2,,,NO2,22.4,,,,,True
2023-01-06T12:00:00Z,Barking and Dagenham,BG2,,,NO2,18.0,,,,,True
2023-01-06T13:00:00Z,Barking and Dagenham,BG2,,,NO2,28.8,,,,,True
2023-01-06T14:00:00Z,Barking and Dagenham,BG2,,,NO2,40.1,,,,,True
2023-01-06T15:00:00Z,Barking and Dagenham,BG2,,,NO2,48.2,,,,,True
2023-01-06T16:00:00Z,Barking and Dagenham,BG2,,,NO2,32.5,,,,,True
2023-01-06T17:00:00Z,Barking and Dagenham,BG2,,,NO2,25.4,,,,,True
2023-01-06T18:00:00Z,Barking and Dagenham,BG2,,,NO2,10.2,,,,,True
2023-01-06T19:00:00Z,Barking and Dagenham,BG2,,,NO2,7.5,,,,,True
2023-01-06T20:00:00Z,Barking and Dagenham,BG2,,,NO2,7.6,,,,,True
2023-01-06T21:00:00Z,Barking and Dagenham,BG2,,,NO2,4.9,,,,,True
2023-01-06T22:00:00Z,Barking and Dagenham,BG2,,,NO2,4.4,,,,,True
2023-01-06T23:00:00Z,Barking and Dagenham,BG2,,,NO2,3.0,,,,,True
2023-01-07T00:00:00Z,Barking and Dagenham,BG2,,,NO2,2.5,,,,,True
2023-01-07T01:00:00Z,Barking and Dagenham,BG2,,,NO2,2.6,,,,,True
2023-01-07T02:00:00Z,Barking and Dagenham,BG2,,,NO2,2.4,,,,,True
2023-01-07T03:00:00Z,Barking and Dagenham,BG2,,,NO2,1.7,,,,,True
2023-01-07T04:00:00Z,Barking and Dagenham,BG2,,,NO2,1.7,,,,,True
2023-01-07T05:00:00Z,Barking and Dagenham,BG2,,,NO2,2.2,,,,,True
2023-01-07T06:00:00Z,Barking and Dagenham,BG2,,,NO2,3.9,,,,,True
2023-01-07T07:00:00Z,Barking and Dagenham,BG2,,,NO2,5.7,,,,,True
2023-01-07T08:00:00Z,Barking and Dagenham,BG2,,,NO2,5.9,,,,,True
2023-01-07T09:00:00Z,Barking and Dagenham,BG2,,,NO2,5.6,,,,,True
2023-01-07T10:00:00Z,Barking and Dagenham,BG2,,,NO2,7.4,,,,,True
2023-01-07T11:00:00Z,Barking and Dagenham,BG2,,,NO2,22.3,,,,,True
2023-01-07T12:00:00Z,Barking and Dagenham,BG2,,,NO2,25.9,,,,,True
2023-01-07T13:00:00Z,Barking and Dagenham,BG2,,,NO2,21.6,,,,,True
2023-01-07T14:00:00Z,Barking and Dagenham,BG2,,,NO2,28.8,,,,,True
2023-01-07T15:00:00Z,Barking and Dagenham,BG2,,,NO2,8.4,,,,,True
2023-01-07T16:00:00Z,Barking and Dagenham,BG2,,,NO2,6.3,,,,,True
2023-01-07T17:00:00Z,Barking and Dagenham,BG2,,,NO2,5.8,,,,,True
2023-01-07T18:00:00Z,Barking and Dagenham,BG2,,,NO2,5.0,,,,,True
2023-01-07T19:00:00Z,Barking and Dagenham,BG2,,,NO2,6.3,,,,,True
2023-01-07T20:00:00Z,Barking and Dagenham,BG2,,,NO2,6.4,,,,,True
2023-01-07T21:00:00Z,Barking and Dagenham,BG2,,,NO2,5.2,,,,,True
2023-01-07T22:00:00Z,Barking and Dagenham,BG2,,,NO2,4.9,,,,,True
2023-01-07T23:00:00Z,Barking and Dagenham,BG2,,,NO2,3.9,,,,,True
2023-01-08T00:00:00Z,Barking and Dagenham,BG2,,,NO2,3.4,,,,,True
2023-01-08T01:00:00Z,Barking and Dagenham,BG2,,,NO2,2.0,,,,,True
2023-01-08T02:00:00Z,Barking and Dagenham,BG2,,,NO2,2.2,,,,,True
2023-01-08T03:00:00Z,Barking and Dagenham,BG2,,,NO2,2.1,,,,,True
2023-01-08T04:00:00Z,Barking and Dagenham,BG2,,,NO2,1.7,,,,,True
2023-01-08T05:00:00Z,Barking and Dagenham,BG2,,,NO2,2.8,,,,,True
2023-01-08T06:00:00Z,Barking and Dagenham,BG2,,,NO2,2.9,,,,,True
2023-01-08T07:00:00Z,Barking and Dagenham,BG2,,,NO2,3.6,,,,,True
2023-01-08T08:00:00Z,Barking and Dagenham,BG2,,,NO2,4.8,,,,,True
2023-01-08T09:00:00Z,Barking and Dagenham,BG2,,,NO2,5.9,,,,,True
2023-01-08T10:00:00Z,Barking and Dagenham,BG2,,,NO2,4.7,,,,,True
2023-01-08T11:00:00Z,Barking and Dagenham,BG2,,,NO2,2.8,,,,,True
2023-01-08T12:00:00Z,Barking and Dagenham,BG2,,,NO2,2.9,,,,,True
2023-01-08T13:00:00Z,Barking and Dagenham,BG2,,,NO2,3.9,,,,,True
2023-01-08T14:00:00Z,Barking and Dagenham,BG2,,,NO2,7.5,,,,,True
2023-01-08T15:00:00Z,Barking and Dagenham,BG2,,,NO2,6.4,,,,,True
2023-01-08T16:00:00Z,Barking and Dagenham,BG2,,,NO2,5.8,,,,,True
2023-01-08T17:00:00Z,Barking and Dagenham,BG2,,,NO2,9.5,,,,,True
2023-01-08T18:00:00Z,Barking and Dagenham,BG2,,,NO2,14.8,,,,,True
2023-01-08T19:00:00Z,Barking and Dagenham,BG2,,,NO2,14.0,,,,,True
2023-01-08T20:00:00Z,Barking and Dagenham,BG2,,,NO2,9.5,,,,,True
2023-01-08T21:00:00Z,Barking and Dagenham,BG2,,,NO2,8.4,,,,,True
2023-01-08T22:00:00Z,Barking and Dagenham,BG2,,,NO2,5.8,,,,,True
2023-01-08T23:00:00Z,Barking and Dagenham,BG2,,,NO2,6.0,,,,,True
2023-01-09T00:00:00Z,Barking and Dagenham,BG2,,,NO2,7.4,,,,,True
2023-01-09T01:00:00Z,Barking and Dagenham,BG2,,,NO2,7.4,,,,,True
2023-01-09T02:00:00Z,Barking and Dagenham,BG2,,,NO2,7.3,,,,,True
2023-01-09T03:00:00Z,Barking and Dagenham,BG2,,,NO2,7.4,,,,,True
2023-01-09T04:00:00Z,Barking and Dagenham,BG2,,,NO2,14.6,,,,,True
2023-01-09T05:00:00Z,Barking and Dagenham,BG2,,,NO2,22.9,,,,,True
2023-01-09T06:00:00Z,Barking and Dagenham,BG2,,,NO2,24.3,,,,,True
2023-01-09T07:00:00Z,Barking and Dagenham,BG2,,,NO2,36.3,,,,,True
2023-01-09T08:00:00Z,Barking and Dagenham,BG2,,,NO2,45.1,,,,,True
2023-01-09T09:00:00Z,Barking and Dagenham,BG2,,,NO2,36.2,,,,,True
2023-01-09T10:00:00Z,Barking and Dagenham,BG2,,,NO2,27.1,,,,,True
2023-01-09T11:00:00Z,Barking and Dagenham,BG2,,,NO2,21.8,,,,,True
2023-01-09T12:00:00Z,Barking and Dagenham,BG2,,,NO2,18.3,,,,,True
2023-01-09T13:00:00Z,Barking and Dagenham,BG2,,,NO2,15.6,,,,,True
2023-01-09T14:00:00Z,Barking and Dagenham,BG2,,,NO2,15.3,,,,,True
2023-01-09T15:00:00Z,Barking and Dagenham,BG2,,,NO2,15.7,,,,,True
2023-01-09T16:00:00Z,Barking and Dagenham,BG2,,,NO2,19.1,,,,,True
2023-01-09T17:00:00Z,Barking and Dagenham,BG2,,,NO2,28.8,,,,,True
2023-01-09T18:00:00Z,Barking and Dagenham,BG2,,,NO2,20.9,,,,,True
2023-01-09T19:00:00Z,Barking and Dagenham,BG2,,,NO2,20.7,,,,,True
2023-01-09T20:00:00Z,Barking and Dagenham,BG2,,,NO2,28.0,,,,,True
2023-01-09T21:00:00Z,Barking and Dagenham,BG2,,,NO2,16.0,,,,,True
2023-01-09T22:00:00Z,Barking and Dagenham,BG2,,,NO2,21.2,,,,,True
2023-01-09T23:00:00Z,Barking and Dagenham,BG2,,,NO2,28.1,,,,,True
2023-01-10T00:00:00Z,Barking and Dagenham,BG2,,,NO2,19.0,,,,,True
2023-01-10T01:00:00Z,Barking and Dagenham,BG2,,,NO2,10.6,,,,,True
2023-01-10T02:00:00Z,Barking and Dagenham,BG2,,,NO2,15.8,,,,,True
2023-01-10T03:00:00Z,Barking and Dagenham,BG2,,,NO2,12.7,,,,,True
2023-01-10T04:00:00Z,Barking and Dagenham,BG2,,,NO2,18.0,,,,,True
2023-01-10T05:00:00Z,Barking and Dagenham,BG2,,,NO2,9.6,,,,,True
2023-01-10T06:00:00Z,Barking and Dagenham,BG2,,,NO2,27.6,,,,,True
2023-01-10T07:00:00Z,Barking and Dagenham,BG2,,,NO2,19.3,,,,,True
2023-01-10T08:00:00Z,Barking and Dagenham,BG2,,,NO2,25.4,,,,,True
2023-01-10T09:00:00Z,Barking and Dagenham,BG2,,,NO2,22.6,,,,,True
2023-01-10T10:00:00Z,Barking and Dagenham,BG2,,,NO2,16.7,,,,,True
2023-01-10T11:00:00Z,Barking and Dagenham,BG2,,,NO2,20.1,,,,,True
2023-01-10T12:00:00Z,Barking and Dagenham,BG2,,,NO2,33.5,,,,,True
2023-01-10T13:00:00Z,Barking and Dagenham,BG2,,,NO2,24.6,,,,,True
2023-01-10T14:00:00Z,Barking and Dagenham,BG2,,,NO2,15.6,,,,,True
2023-01-10T15:00:00Z,Barking and Dagenham,BG2,,,NO2,16.9,,,,,True
2023-01-10T16:00:00Z,Barking and Dagenham,BG2,,,NO2,28.0,,,,,True
2023-01-10T17:00:00Z,Barking and Dagenham,BG2,,,NO2,30.0,,,,,True
2023-01-10T18:00:00Z,Barking and Dagenham,BG2,,,NO2,25.2,,,,,True
2023-01-10T19:00:00Z,Barking and Dagenham,BG2,,,NO2,14.1,,,,,True
2023-01-10T20:00:00Z,Barking and Dagenham,BG2,,,NO2,6.5,,,,,True
2023-01-10T21:00:00Z,Barking and Dagenham,BG2,,,NO2,6.5,,,,,True
2023-01-10T22:00:00Z,Barking and Dagenham,BG2,,,NO2,7.6,,,,,True
2023-01-10T23:00:00Z,Barking and Dagenham,BG2,,,NO2,8.2,,,,,True
2023-01-11T00:00:00Z,Barking and Dagenham,BG2,,,NO2,12.8,,,,,True
2023-01-11T01:00:00Z,Barking and Dagenham,BG2,,,NO2,15.0,,,,,True
2023-01-11T02:00:00Z,Barking and Dagenham,BG2,,,NO2,12.1,,,,,True
2023-01-11T03:00:00Z,Barking and Dagenham,BG2,,,NO2,11.9,,,,,True
2023-01-11T04:00:00Z,Barking and Dagenham,BG2,,,NO2,10.3,,,,,True
2023-01-11T05:00:00Z,Barking and Dagenham,BG2,,,NO2,18.8,,,,,True
2023-01-11T06:00:00Z,Barking and Dagenham,BG2,,,NO2,20.6,,,,,True
2023-01-11T07:00:00Z,Barking and Dagenham,BG2,,,NO2,25.5,,,,,True
2023-01-11T08:00:00Z,Barking and Dagenham,BG2,,,NO2,23.5,,,,,True
2023-01-11T09:00:00Z,Barking and Dagenham,BG2,,,NO2,22.6,,,,,True
2023-01-11T10:00:00Z,Barking and Dagenham,BG2,,,NO2,14.0,,,,,True
2023-01-11T11:00:00Z,Barking and Dagenham,BG2,,,NO2,13.5,,,,,True
2023-01-11T12:00:00Z,Barking and Dagenham,BG2,,,NO2,11.1,,,,,True
2023-01-11T13:00:00Z,Barking and Dagenham,BG2,,,NO2,12.5,,,,,True
2023-01-11T14:00:00Z,Barking and Dagenham,BG2,,,NO2,12.7,,,,,True
2023-01-11T15:00:00Z,Barking and Dagenham,BG2,,,NO2,17.5,,,,,True
2023-01-11T16:00:00Z,Barking and Dagenham,BG2,,,NO2,15.5,,,,,True
2023-01-11T17:00:00Z,Barking and Dagenham,BG2,,,NO2,15.8,,,,,True
2023-01-11T18:00:00Z,Barking and Dagenham,BG2,,,NO2,13.6,,,,,True
2023-01-11T19:00:00Z,Barking and Dagenham,BG2,,,NO2,17.5,,,,,True
2023-01-11T20:00:00Z,Barking and Dagenham,BG2,,,NO2,15.3,,,,,True
2023-01-11T21:00:00Z,Barking and Dagenham,BG2,,,NO2,9.5,,,,,True
2023-01-11T22:00:00Z,Barking and Dagenham,BG2,,,NO2,5.8,,,,,True
2023-01-11T23:00:00Z,Barking and Dagenham,BG2,,,NO2,4.7,,,,,True
2023-01-12T00:00:00Z,Barking and Dagenham,BG2,,,NO2,7.7,,,,,True
2023-01-12T01:00:00Z,Barking and Dagenham,BG2,,,NO2,3.8,,,,,True
2023-01-12T02:00:00Z,Barking and Dagenham,BG2,,,NO2,2.9,,,,,True
2023-01-12T03:00:00Z,Barking and Dagenham,BG2,,,NO2,3.9,,,,,True
2023-01-12T04:00:00Z,Barking and Dagenham,BG2,,,NO2,6.9,,,,,True
2023-01-12T05:00:00Z,Barking and Dagenham,BG2,,,NO2,7.2,,,,,True
2023-01-12T06:00:00Z,Barking and Dagenham,BG2,,,NO2,10.1,,,,,True
2023-01-12T07:00:00Z,Barking and Dagenham,BG2,,,NO2,11.4,,,,,True
2023-01-12T08:00:00Z,Barking and Dagenham,BG2,,,NO2,12.0,,,,,True
2023-01-12T09:00:00Z,Barking and Dagenham,BG2,,,NO2,16.0,,,,,True
2023-01-12T10:00:00Z,Barking and Dagenham,BG2,,,NO2,15.2,,,,,True
2023-01-12T11:00:00Z,Barking and Dagenham,BG2,,,NO2,11.2,,,,,True
2023-01-12T12:00:00Z,Barking and Dagenham,BG2,,,NO2,12.6,,,,,True
2023-01-12T13:00:00Z,Barking and Dagenham,BG2,,,NO2,12.3,,,,,True
2023-01-12T14:00:00Z,Barking and Dagenham,BG2,,,NO2,11.8,,,,,True
2023-01-12T15:00:00Z,Barking and Dagenham,BG2,,,NO2,18.0,,,,,True
2023-01-12T16:00:00Z,Barking and Dagenham,BG2,,,NO2,19.8,,,,,True
2023-01-12T17:00:00Z,Barking and Dagenham,BG2,,,NO2,17.2,,,,,True
2023-01-12T18:00:00Z,Barking and Dagenham,BG2,,,NO2,11.6,,,,,True
2023-01-12T19:00:00Z,Barking and Dagenham,BG2,,,NO2,12.7,,,,,True
2023-01-12T20:00:00Z,Barking and Dagenham,BG2,,,NO2,15.3,,,,,True
2023-01-12T21:00:00Z,Barking and Dagenham,BG2,,,NO2,9.6,,,,,True
2023-01-12T22:00:00Z,Barking and Dagenham,BG2,,,NO2,8.2,,,,,True
2023-01-12T23:00:00Z,Barking and Dagenham,BG2,,,NO2,7.0,,,,,True
2023-01-13T00:00:00Z,Barking and Dagenham,BG2,,,NO2,9.2,,,,,True
2023-01-13T01:00:00Z,Barking and Dagenham,BG2,,,NO2,9.3,,,,,True
2023-01-13T02:00:00Z,Barking and Dagenham,BG2,,,NO2,7.2,,,,,True
2023-01-13T03:00:00Z,Barking and Dagenham,BG2,,,NO2,8.6,,,,,True
2023-01-13T04:00:00Z,Barking and Dagenham,BG2,,,NO2,10.8,,,,,True
2023-01-13T05:00:00Z,Barking and Dagenham,BG2,,,NO2,9.7,,,,,True
2023-01-13T06:00:00Z,Barking and Dagenham,BG2,,,NO2,15.5,,,,,True
2023-01-13T07:00:00Z,Barking and Dagenham,BG2,,,NO2,15.8,,,,,True
2023-01-13T08:00:00Z,Barking and Dagenham,BG2,,,NO2,18.6,,,,,True
2023-01-13T09:00:00Z,Barking and Dagenham,BG2,,,NO2,17.7,,,,,True
2023-01-13T10:00:00Z,Barking and Dagenham,BG2,,,NO2,16.2,,,,,True
2023-01-13T11:00:00Z,Barking and Dagenham,BG2,,,NO2,11.2,,,,,True
2023-01-13T12:00:00Z,Barking and Dagenham,BG2,,,NO2,12.0,,,,,True
2023-01-13T13:00:00Z,Barking and Dagenham,BG2,,,NO2,12.7,,,,,True
2023-01-13T14:00:00Z,Barking and Dagenham,BG2,,,NO2,12.3,,,,,True
2023-01-13T15:00:00Z,Barking and Dagenham,BG2,,,NO2,15.2,,,,,True
2023-01-13T16:00:00Z,Barking and Dagenham,BG2,,,NO2,18.3,,,,,True
2023-01-13T17:00:00Z,Barking and Dagenham,BG2,,,NO2,22.7,,,,,True
2023-01-13T18:00:00Z,Barking and Dagenham,BG2,,,NO2,30.5,,,,,True
2023-01-13T19:00:00Z,Barking and Dagenham,BG2,,,NO2,33.8,,,,,True
2023-01-13T20:00:00Z,Barking and Dagenham,BG2,,,NO2,25.3,,,,,True
