uri,uri_code,pollutant_name,pollutant_code,definition,status
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/417,417,Cyklopenta(cd)pyrene (air+aerosol),Cyklopenta(cd)pyrene,Cyklopenta(cd)pyrene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/418,418,Dibenzo(ac+ah)anthracenes (precip),Dibenzo(ac+ah)anthracenes,Dibenzo(ac+ah)anthracenes - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/419,419,Dibenzo(ah)anthracene (precip),Dibenzo(ah)anthracene,Dibenzo(ah)anthracene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/42,42,Phenol,C6H5OH,C6H6O or C6H5OH,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/420,420,dibenzofuran (air+aerosol),Dibenzofuran,Dibenzofuran - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/421,421,dibenzothiophene (air+aerosol),Dibenzothiophene,Dibenzothiophene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/425,425,dinitrogenoxide (air),N2O,N2O - recommended unit: ppbv,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/426,426,endrin (precip),Endrin,Endrin - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/427,427,ethanal (air),Acetaldehyde,Acetaldehyde - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/428,428,Ethane (air),C2H6,C2H6 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/429,429,ethanedial (air),Glyoxal,Glyoxal - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/430,430,Ethene (Ethylene) (air),H2C=CH2,H2C=CH2 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/431,431,Ethyl benzene (air),C6H5-C2H5,C6H5-C2H5 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/432,432,Ethyne (Acetylene) (air),HC=CH,HC=CH - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/433,433,Ethyltoluene,C9H12,C9H12 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4330,4330,PCB_105 (air+aerosol),PCB-105,PCB-105 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4336,4336,PCB_149 (air+aerosol),PCB-149,PCB-149 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4339,4339,PCB_156 (air+aerosol),PCB-156,PCB-156 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/434,434,Propylbenzene (air),C9H12,C9H12 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4341,4341,PCB_18 (air+aerosol),PCB-18,PCB-18 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4347,4347,PCB_31 (air+aerosol),PCB-31,PCB-31 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/435,435,fluorene (air+aerosol),Fluorene,Fluorene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/438,438,halon_1211 (air),Halon 1211,Halon 1211 - recommended unit: pptv,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/439,439,halon_1301 (air),Halon 1301,Halon 1301 - recommended unit: pptv,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/44,44,Total nitrogen,NT,Total nitrogen,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/440,440,heptachlor (precip),Heptachlor,Heptachlor - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4406,4406,chrysene (air+aerosol),Chrysene,Chrysene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4407,4407,chrysene_triphenylene (air+aerosol),Chrysene + Triphenylene,Chrysene + Triphenylene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/441,441,n-Heptane (air),C7H16,C7H16 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/442,442,hexanal (air),n-Hexanal,n-Hexanal - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/443,443,n-Hexane (air),C6H14,C6H14 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/447,447,i-Butane (2-methylpropane) (air),H3C-CH(CH3)2,H3C-CH(CH3)2 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/448,448,isoheptane (air),i-Heptane,i-Heptane - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/449,449,"i-Octane (2,2,4-trimethylpentane) (air)",(CH3)3-C-CH2-CH-(CH3)2,(CH3)3-C-CH2-CH-(CH3)2 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/45,45,Particulate ammonium (aerosol),NH4,NH4 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/450,450,i-Pentane (2-methylbutane) (air),H3C-CH2-CH(CH3)2,H3C-CH2-CH(CH3)2 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/451,451,"Isoprene (2-methyl-1,3-butadiene) (air)",CH2=CH-C(CH3)=CH2,CH2=CH-C(CH3)=CH2 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/453,453,"1,4-Dichlorobenzene (air)",C6H4Cl2,C6H4Cl2 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/454,454,n-Nonane (air),C9H20,C9H20 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/455,455,Tetrachloroethylene (air),C2Cl4,C2Cl4 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/456,456,Tetrachloromethane (air),Tetrachloromethane (air),Tetrachloromethane (air) - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/457,457,Chlorobenzene (air),Chlorobenzene (air),Chlorobenzene (air) - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/458,458,"1,1,2-trichloroethane (air)","1,1,2-trichloroethane (air)","1,1,2-trichloroethane (air) - recommended unit: µg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/459,459,"1,1-dichloroethane (air)","1,1-dichloroethane (air)","1,1-dichloroethane (air) - recommended unit: µg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/46,46,Particulate nitrate (aerosol),NO3,NO3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/460,460,"1,2-dichloroethylene (air)","1,2-dichloroethylene (air)","1,2-dichloroethylene (air) - recommended unit: µg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/461,461,"1,2-dichloroethane (air)","1,2-dichloroethane (air)","1,2-dichloroethane (air) - recommended unit: µg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/462,462,"1,1,1-trichloroethane (air)","1,1,1-trichloroethane (air)","1,1,1-trichloroethane (air) - recommended unit: µg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/463,463,methylchloroform (air),Methyl-chloroform,Methyl-chloroform - recommended unit: pptv,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/464,464,"m,p-Xylene (air)","m,p-C6H4(CH3)2","m,p-C6H4(CH3)2 - recommended unit: µg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/465,465,naphtalene (air+aerosol),Naphtalene,Naphtalene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/466,466,neohexane (air),Neo-hexane,Neo-hexane - recommended unit: pptv,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/467,467,neopentane (air),Neo-pentane,Neo-pentane - recommended unit: pptv,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/47,47,Particulate sulphate (aerosol),SO4 (H2SO4 aerosols) (SO4--),SO4 (H2SO4 aerosols) (SO4--) - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/475,475,n-Octane (air),C8H18,C8H18 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/48,48,Selenium (aerosol),Se,Se - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4813,4813,Total gaseous mercury (air+aerosol),Hg0 + Hg-reactive,Hg0 + Hg-reactive - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482,482,o-Xylene (air),o-C6H4-(CH3)2,o-C6H4-(CH3)2 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4821,4821,TCDD (air+aerosol),TCDD,TCDD - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4822,4822,CDD1N (air+aerosol),CDD1N,CDD1N - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4823,4823,CDD4X (air+aerosol),CDD4X,CDD4X - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4824,4824,CDD6X (air+aerosol),CDD6X,CDD6X - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4825,4825,CDD9X (air+aerosol),CDD9X,CDD9X - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4826,4826,CDD6P (air+aerosol),CDD6P,CDD6P - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4827,4827,CDDO (air+aerosol),CDDO,CDDO - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4841,4841,CDF2T (air+aerosol),CDF2T,CDF2T - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4842,4842,CDFDN (air+aerosol),CDFDN,CDFDN - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4843,4843,CDF2N (air+aerosol),CDF2N,CDF2N - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4844,4844,CDFDX (air+aerosol),CDFDX,CDFDX - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4845,4845,CDF6X (air+aerosol),CDF6X,CDF6X - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4846,4846,CDF9X (air+aerosol),CDF9X,CDF9X - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4847,4847,CDF4X (air+aerosol),CDF4X,CDF4X - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4848,4848,CDF6P (air+aerosol),CDF6P,CDF6P - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4849,4849,CDF9P (air+aerosol),CDF9P,CDF9P - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/485,485,pentanal (air),Valeraldehyde,Valeraldehyde - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4850,4850,CDFO (air+aerosol),CDFO,CDFO - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4851,4851,CDFX1 (air+aerosol),CDFX1,CDFX1 - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4852,4852,CDFP2 (air+aerosol),CDFP2,CDFP2 - recommended unit: fg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/486,486,n-Pentane (air),H3C-(CH2)3-CH3,H3C-(CH2)3-CH3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4861,4861,PFBA (air+aerosol),PFBA,PFBA - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4862,4862,PFPeA (air+aerosol),PFPeA,PFPeA - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4863,4863,PFHxA (air+aerosol),PFHxA,PFHxA - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4864,4864,PFHpA (air+aerosol),PFHpA,PFHpA - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4865,4865,PFOA (air+aerosol),PFOA,PFOA - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4866,4866,c9 (air+aerosol),PFNA,PFNA - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4867,4867,PFDA (air+aerosol),PFDA,PFDA - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4868,4868,PFUnDA (air+aerosol),PFUnDA,PFUnDA - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/487,487,pentenes (air),Pentenes,Pentenes - recommended unit: pptv,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4871,4871,PFBS (air+aerosol),PFBS,PFBS - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4872,4872,PFHxS (air+aerosol),PFHxS,PFHxS - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4873,4873,PFOSA (air+aerosol),PFOSA,PFOSA - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4874,4874,6:2-FTS (air+aerosol),6:2-FTS,6:2-FTS - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4875,4875,PFOS (air+aerosol),PFOS,PFOS - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4876,4876,PFDS (air+aerosol),PFDS,PFDS - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/488,488,perylene (air+aerosol),Perylene,Perylene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/49,49,Vanadium (aerosol),V,V - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4901,4901,BDE47 (air+aerosol),BDE47,BDE47 - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4902,4902,BDE85 (air+aerosol),BDE85,BDE85 - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4903,4903,BDE99 (air+aerosol),BDE99,BDE99 - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4904,4904,BDE100 (air+aerosol),BDE100,BDE100 - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4905,4905,BDE153 (air+aerosol),BDE153,BDE153 - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4906,4906,BDE154 (air+aerosol),BDE154,BDE154 - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4907,4907,BDE209 (air+aerosol),BDE209,BDE209 - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4908,4908,SCCP (air+aerosol),SCCP,SCCP - recommended unit: ng.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4909,4909,MCCP (air+aerosol),MCCP,MCCP - recommended unit: ng.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/491,491,phenyletanone (air),Acetophenone,Acetophenone - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4910,4910,HBCD (air+aerosol),HBCD,HBCD - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4911,4911,HBB (air+aerosol),HBB,HBB - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4912,4912,PBT (air+aerosol),PBT,PBT - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4913,4913,PBEB (air+aerosol),PBEB,PBEB - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4914,4914,α-DBE-DBCH (air+aerosol),α-DBE-DBCH,α-DBE-DBCH - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4915,4915,β-DBE-DBCH (air+aerosol),β-DBE-DBCH,β-DBE-DBCH - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4916,4916,BEH-TEBP (air+aerosol),BEH-TEBP,BEH-TEBP - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4917,4917,BTBPT (air+aerosol),BTBPT,BTBPT - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4918,4918,EH-TBB (air+aerosol),EH-TBB,EH-TBB - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4919,4919,Syn-DP (air+aerosol),Syn-DP,Syn-DP - recommended unit:,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4920,4920,Anti-DP (air+aerosol),Anti-DP,Anti-DP - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4921,4921,DBDPE (air+aerosol),DBDPE,DBDPE - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4922,4922,TBP (air+aerosol),TBP,TBP - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,5,Particulate matter < 10 µm (aerosol),PM10,PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/50,50,Gaseous nitric acid (air),HNO3,HNO3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/501,501,2-Methylpropanal (air),C4H8O,"2-methylpropanal
isobutanal
isobutylaldehyde",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012,5012,Lead in PM10 (aerosol),Pb in PM10,Pb in PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5013,5013,Mercury in PM10 (aerosol),Hg in PM10,Hg in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014,5014,Cadmium in PM10 (aerosol),Cd in PM10,Cd in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015,5015,Nickel in PM10 (aerosol),Ni in PM10,Ni in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5016,5016,Chromium in PM10 (aerosol),Cr in PM10,Cr in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5017,5017,Manganese in PM10 (aerosol),Mn in PM10,Mn in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018,5018,Arsenic in PM10 (aerosol),As in PM10,As in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/502,502,propanal (air),Propanal,Propanal - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5029,5029,Benzo(a)pyrene in PM10 (aerosol),BaP in PM10,BaP in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/503,503,Propane (air),H3C-CH2-CH3,H3C-CH2-CH3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/504,504,propanone (air),Acetone,Acetone - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5045,5045,Ammonium in PM10 (aerosol),NH4+ in PM10,NH4+ in PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5046,5046,Nitrate in PM10 (aerosol),NO3- in PM10,NO3- in PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5047,5047,sulphate in PM10 (aerosol),SO42-  in PM10,SO42- in PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5048,5048,Selenium in PM10 (aerosol),Se in PM10,Se in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5049,5049,Vanedium in PM10 (aerosol),V in PM10,V in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/505,505,Propene (air),CH2=CH-CH3,CH2=CH-CH3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/506,506,Propone + Isobutane (air),CH2=CH-CH3 + H3C-CH2-CH2-CH3,CH2=CH-CH3 + H3C-CH2-CH2-CH3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5060,5060,Tin in PM10 (aerosol),Sn in PM10,Sn in PM10 - recommended unit: ug/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5063,5063,Zinc in PM10 (aerosol),Zn in PM10,Zn in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5064,5064,Cobalt in PM10 (aerosol),Co in PM10,Co in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5065,5065,Iron in PM10 (aerosol),Fe in PM10,Fe in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/507,507,n-Pentane + i-Pentane (2-methylbutane),H3C-(CH2)3-CH3 + H3C-CH2-CH(CH3)2,H3C-(CH2)3-CH3 + H3C-CH2-CH(CH3)2 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5073,5073,Copper in PM10 (aerosol),Cu in PM10,Cu in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/508,508,retene (air+aerosol),Retene,Retene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/509,509,Propanone + N2propenal (air),Acetone + Acrolein,Acetone + Acrolein- recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/51,51,HC C2-C6(excl. AROM. & CHLH) (air+aerosol),HC C2-C6(excl. AROM. & CHLH),HC C2-C6(excl. AROM. & CHLH) - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5129,5129,Benzo(a)pyrene in PM10 (air+aerosol),BaP in PM10,BaP in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/517,517,sum_PCB (precip),sum-PCB,sum-PCB - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/52,52,HC > C6 (excl. AROM. & CHLH) (air+aerosol),HC > C6 (excl. AROM. & CHLH),HC > C6 (excl. AROM. & CHLH) - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/520,520,sum_sulph_diox_sulphate (air+aerosol),SO2 + SO4--,SO2 + SO4-- - recommended unit: µg S/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/53,53,Aromatics (except C6H6) (air),Aromatics (except C6H6),Aromatics (except C6H6) - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5301,5301,1-Methyl anthracene in PM10 (air+aerosol),1-Methyl anthracene in PM10,1-Methyl anthracene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5364,5364,Anthanthrene in PM10 (aerosol),Anthanthrene in PM10,Anthanthrene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5380,5380,"Benzo(b,j,k)fluoranthene in PM10 (aerosol)","Benzo(b,j,k)fluorantheneInPM1","Benzo(b,j,k)fluorantheneInPM1 - recommended unit: ng/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5381,5381,Benzo(e)pyrene in PM10 (aerosol),Benzo(e)pyrene in PM10,Benzo(e)pyrene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5382,5382,Benzo(k+j)fluoranthene in PM10 (aerosol),Benzo(k+j)fluoranthene in PM10,Benzo(k+j)fluoranthene in PM10 (aerosol) - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/54,54,Chlorinated hydrocarbons (air),Chlorinated hydrocarbons,Chlorinated hydrocarbons - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5406,5406,Chrysene in PM10 (aerosol),Chrysene in PM10,Chrysene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5415,5415,Coronene in PM10 (aerosol),Coronene in PM10,Coronene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5417,5417,"Cyclopenta(c,d)pyrene in PM10 (aerosol)","Cyclopenta(c,d)pyrene in PM10","Cyclopenta(c,d)pyrene in PM10 - recommended unit: ng/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5418,5418,Dibenzo(ac+ah)anthracene in PM10 (aerosol),Dibenzo(ac+ah)anthracene in PM10,Dibenzo(ac+ah)anthracene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5419,5419,Dibenzo(ah)anthracene in PM10 (aerosol),Dibenzo(ah)anthracene in PM10,Dibenzo(ah)anthracene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5480,5480,"Benzo(b,j)fluoranthene in PM10 (aerosol)","Benzo(b,j)fluorantheneinPM10","Benzo(b,j)fluorantheneInPM10 - recommended unit: ng/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5488,5488,Perylene in PM10 (aerosol),Perylene in PM10,Perylene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5521,5521,4.5-Methylene phenanthrene in PM10 (air+aerosol),4.5-Methylene phenanthrene in PM10,4.5-Methylene phenanthrene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5522,5522,5-Methyl Chrysene in PM10 (aerosol),5-Methyl Chrysene in PM10,5-Methyl Chrysene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5523,5523,9-Methyl anthracene in PM10 (air+aerosol),9-Methyl anthracene in PM10,9-Methyl anthracene in PM10 - recommended unit: ng/m3,valid
