uri,uri_code,pollutant_name,pollutant_code,definition,status
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/689,689,PCB_183 (air+aerosol),PCB-183,PCB-183 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/69,69,Radioactivity (),Radioactivity,Radioactivity - recommended unit:,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/690,690,PCB_187 (air+aerosol),PCB-187,PCB-187 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/691,691,PCB_189 (air+aerosol),PCB-189,PCB-189 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/692,692,PCB_194 (air+aerosol),PCB-194,PCB-194 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/693,693,PCB_206 (air+aerosol),PCB-206,PCB-206 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/694,694,PCB_209 (air+aerosol),PCB-209,PCB-209 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/695,695,PCB_28 (air+aerosol),PCB-28,PCB-28 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/696,696,PCB_28 (precip),PCB-28,PCB-28 - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/697,697,PCB_28 (precip+dry_dep),PCB-28,PCB-28 - recommended unit: ng/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/698,698,PCB_33 (air+aerosol),PCB-33,PCB-33 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/699,699,PCB_37 (air+aerosol),PCB-37,PCB-37 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,7,Ozone (air),O3,O3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/700,700,PCB_47 (air+aerosol),PCB-47,PCB-47 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/701,701,PCB_52 (air+aerosol),PCB-52,PCB-52 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7012,7012,Lead (precip+dry_dep),Pb,Pb - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7013,7013,Mercury (precip+dry_dep),Hg,Hg - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7014,7014,Cadmium (precip+dry_dep),Cd,Cd - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015,7015,Nickel (precip+dry_dep),Ni,Ni - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7016,7016,Chromium (precip+dry_dep),Cr,Cr - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7018,7018,Arsenic (precip+dry_dep),As,As - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/702,702,PCB_52 (precip),PCB-52,PCB-52 - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7029,7029,Benzo(a)pyrene (precip+dry_dep),BaP,BaP - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/703,703,PCB_52 (precip+dry_dep),PCB-52,PCB-52 - recommended unit: ng/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/704,704,PCB_60 (air+aerosol),PCB-60,PCB-60 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/705,705,PCB_66 (air+aerosol),PCB-66,PCB-66 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/706,706,PCB_74 (air+aerosol),PCB-74,PCB-74 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7063,7063,Zinc (precip+dry_dep),Zn,Zn - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/707,707,PCB_99 (air+aerosol),PCB-99,PCB-99 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7073,7073,Cooper (precip+dry_dep),Cu,Cu - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/708,708,PCB_122 (air+aerosol),PCB_122,PCB_122 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/709,709,PCB_123 (air+aerosol),PCB_123,PCB_123 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/71,71,Carbon dioxide (air),CO2,CO2 - recommended unit: ppmv,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/710,710,PCB_128 (air+aerosol),PCB_128,PCB_128 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/711,711,PCB_138 (precip),PCB_138,PCB_138 - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/712,712,phenanthrene (air+aerosol),Phenanthrene,Phenanthrene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/713,713,phenanthrene (precip),Phenanthrene,Phenanthrene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/714,714,phenanthrene (precip+dry_dep),Phenanthrene,Phenanthrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/715,715,pyrene (air+aerosol),Pyrene,Pyrene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/716,716,pyrene (precip),Pyrene,Pyrene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/717,717,pyrene (precip+dry_dep),Pyrene,Pyrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/719,719,sulphate (precip),SO4--,SO4-- - recommended unit: mg S/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/720,720,sulphate_corrected (precip),SO4-- corr,SO4-- corr - recommended unit: mg S/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/723,723,titanium (precip),TI,TI - recommended unit: µg/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/728,728,vanadium (precip),Vanadium,Vanadium - recommended unit: µg/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/729,729,alpha_HCH (air+aerosol),alpha-HCH,alpha-HCH - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/73,73,Copper (aerosol),Cu,Cu - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/730,730,alpha_HCH (precip),alpha-HCH,alpha-HCH - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7301,7301,1-Methyl anthracene (precip+dry_dep),1-Methyl anthracene,1-Methyl anthracene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7309,7309,1-Methyl Naphthalene (precip+dry_dep),1-Methyl Naphthalene,1-Methyl Naphthalene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/731,731,alpha_HCH (precip+dry_dep),alpha-HCH,alpha-HCH - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7310,7310,1-Methyl phenanthrene (precip+dry_dep),1-Methyl phenanthrene,1-Methyl phenanthrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7313,7313,2-Methyl anthracene (precip+dry_dep),2-Methyl anthracene,2-Methyl anthracene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7315,7315,2-Methyl Naphthalene (precip+dry_dep),2-Methyl Naphthalene,2-Methyl Naphthalene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7317,7317,2-Methyl phenanthrene (precip+dry_dep),2-Methyl phenanthrene,2-Methyl phenanthrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/732,732,beta_HCH (air+aerosol),beta-HCH,beta-HCH - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/733,733,beta_HCH (precip),beta-HCH,beta-HCH - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/734,734,cis_CD (air+aerosol),cis-CD,cis-CD - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/735,735,cis_CD (precip),cis-CD,cis-CD - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7351,7351,Acenaphthene (precip+dry_dep),Acenaphthene,Acenaphthene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7352,7352,Acenaphthylene (precip+dry_dep),Acenaphthylene,Acenaphthylene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/736,736,cis_NO (air+aerosol),cis-NO,cis-NO - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7364,7364,Anthanthrene (precip+dry_dep),Anthanthrene,Anthanthrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/737,737,lindane (air+aerosol),gamma-HCH,gamma-HCH - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/738,738,lindane (precip+dry_dep),gamma-HCH,gamma-HCH - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7380,7380,"Benzo(b,j,k)fluoranthene (precip+dry_dep)","Benzo(b,j,k)fluoranthene","Benzo(b,j,k)fluoranthene - recommended unit: µg/m2/day",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7381,7381,Benzo(e)pyrene (precip+dry_dep),Benzo(e)pyrene,Benzo(e)pyrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7382,7382,Benzo(k+j)fluoranthene (precip+dry_dep),Benzo(k+j)fluoranthene,Benzo(k+j)fluoranthene  - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/739,739,lindane (precip),gamma-HCH,gamma-HCH - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7390,7390,Biphenyl (precip+dry_dep),Biphenyl,Biphenyl - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7406,7406,Chrysene (precip+dry_dep),Chrysene,Chrysene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7407,7407,chrysene_triphenylene (precip+dry_dep),Chrysene + Triphenylene,Chrysene + Triphenylene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/741,741,op_DDD (precip),"o,p'-DDD","o,p'-DDD - recommended unit: ng/l",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7415,7415,Coronene (precip+dry_dep),Coronene,Coronene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7417,7417,"Cyclopenta(c,d)pyrene","Cyclopenta(c,d)pyrene","Cyclopenta(c,d)pyrene - recommended unit: µg/m2/day",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7418,7418,Dibenzo(ac+ah)anthracenes (precip+dry_dep),Dibenzo(ah+ac)anthracene,Dibenzo(ac+ah)anthracenes - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7419,7419,Dibenzo(ah)anthracene (precip+dry_dep),Dibenzo(ah)anthracene,Dibenzo(ah)anthracene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/742,742,op_DDE (precip),"o,p'-DDE","o,p'-DDE - recommended unit: ng/l",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/743,743,op_DDT (precip),"o,p'-DDT","o,p'-DDT - recommended unit: ng/l",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7435,7435,Fluorene (precip+dry_dep),Fluorene,Fluorene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/744,744,op_DDD (air+aerosol),"o,p'-DDD","o,p'-DDD - recommended unit: pg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/745,745,op_DDE (air+aerosol),"o,p'-DDE","o,p'-DDE - recommended unit: pg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/746,746,op_DDT (air+aerosol),"o,p'-DDT","o,p'-DDT - recommended unit: pg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7465,7465,Naphthalene (precip+dry_dep),Naphthalene,Naphthalene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/747,747,pp_DDD (precip),"p,p'-DDD","p,p'-DDD - recommended unit: ng/l",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/748,748,pp_DDE (precip),"p,p'-DDE","p,p'-DDE - recommended unit: ng/l",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7480,7480,"Benzo(b,j)fluoranthene (precip+dry_dep)",Benzo(b+j)fluoranthene,"Benzo(b,j)fluoranthene - recommended unit: µg/m2/day",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7488,7488,Perylene (precip+dry_dep),Perylene,Perylene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/749,749,pp_DDT (precip),"p,p'-DDT","p,p'-DDT - recommended unit: ng/l",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/750,750,pp_DDD (air+aerosol),"p,p'-DDD","p,p'-DDD - recommended unit: pg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/751,751,pp_DDE (air+aerosol),"p,p'-DDE","p,p'-DDE - recommended unit: pg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/752,752,pp_DDT (air+aerosol),"p,p'-DDT","p,p'-DDT - recommended unit: pg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7521,7521,4.5-Methylene phenanthrene (precip+dry_dep),4.5-Methylene phenanthrene,4.5-Methylene phenanthrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7522,7522,5-Methyl Chrysene (precip+dry_dep),5-Methyl Chrysene,5-Methyl Chrysene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7523,7523,9-Methyl anthracene (precip+dry_dep),9-Methyl anthracene,9-Methyl anthracene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7524,7524,"Benzo(b)naphtho(2,1-d)thiophene (precip+dry_dep)","Benzo(b)naphtho(2,1-d)thiophene","Benzo(b)naphtho(2,1-d)thiophene - recommended unit: µg/m2/day",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7525,7525,Benzo(c)phenanthrene (precip+dry_dep),Benzo(c)phenanthrene,Benzo(c)phenanthrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7526,7526,Cholanthrene (precip+dry_dep),Cholanthrene,Cholanthrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7527,7527,Dibenzo(ac)anthracene (precip+dry_dep),Dibenzo(ac)anthracene,Dibenzo(ac)anthracene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7528,7528,Dibenzo(al)pyrene (precip+dry_dep),Dibenzo(al)pyrene,Dibenzo(al)pyrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/753,753,precipitation_amount (precip),precip_amount,precip_amount - recommended unit: mm,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/754,754,precipitation_amount_off (precip),precip_amount_off,precip_amount_off - recommended unit: mm,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/755,755,trans_CD (air+aerosol),trans-CD,trans-CD - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/756,756,trans_CD (precip),trans-CD,trans-CD - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/757,757,trans_NO (air+aerosol),trans-NO,trans-NO - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/758,758,trans_NO (precip),trans_NO,trans_NO - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/759,759,Benzo(j)fluoranthene (precip),Benzo(j)fluoranthene,Benzo(j)fluoranthene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/760,760,Benzo(j)fluoranthene (precip+dry_dep),Benzo(j)fluoranthene,Benzo(j)fluoranthene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/761,761,Benzo(j)fluorene (air+aerosol),Benzo(j)fluorene,Benzo(j)fluorene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/762,762,Benzo(j)fluoranthene (air+aerosol),Benzo(j)fluoranthene,Benzo(j)fluoranthene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/763,763,Dibenzo(ah)anthracene (air+aerosol),Dibenzo(ah)anthracene,Dibenzo(ah)anthracene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7636,7636,Dibenzo(ae)pyrene (precip+dry_dep),Dibenzo(ae)pyrene,Dibenzo(ae)pyrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7637,7637,Dibenzo(ah)pyrene (precip+dry_dep),Dibenzo(ah)pyrene,Dibenzo(ah)pyrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7639,7639,Dibenzo(ai)pyrene (precip+dry_dep),Dibenzo(ai)pyrene,Dibenzo(ai)pyrene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7640,7640,Dieldrin (precip+dry_dep),Dieldrin,Dieldrin - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/771,771,Elemental carbon (aerosol),EC,EC - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/772,772,Organic carbon (aerosol),OC,OC - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/773,773,alpha-Endosulfan (air+aerosol),alpha-Endosulfan,alpha-Endosulfan - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7734,7734,cis-CD (precip+dry_dep),cis-CD,cis-CD - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/774,774,beta-Endosulfan (air+aerosol),beta-Endosulfan,beta-Endosulfan - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/775,775,Endosulfan sulfate (air+aerosol),Endosulfan sulfate,Endosulfan sulfate - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7750,7750,"p,p'-DDD (precip+dry_dep)","p,p'-DDD","p,p'-DDD - recommended unit: ng.m-2.day-1",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7751,7751,"p,p'-DDE (precip+dry_dep)","p,p'-DDE","p,p'-DDE - recommended unit: ng.m-2.day-1",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7752,7752,"p,p'-DDT (precip+dry_dep)","p,p'-DDT","p,p'-DDT - recommended unit: ng.m-2.day-1",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7755,7755,trans-CD (precip+dry_dep),trans-CD,trans-CD - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7757,7757,trans-NO (precip+dry_dep),trans-NO,trans-NO - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/776,776,DCMU (air+aerosol),DCMU,DCMU - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/777,777,Atrazine (air+aerosol),Atrazine,Atrazine - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7773,7773,alpha-Endosulfan (precip+dry_dep),alpha-Endosulfan,alpha-Endosulfan - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7774,7774,beta-Endosulfan (precip+dry_dep),beta-Endosulfan,beta-Endosulfan - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7775,7775,Endosulfan sulfate (precip+dry_dep),Endosulfan sulfate,Endosulfan sulfate - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7776,7776,DCMU (precip+dry_dep),DCMU,DCMU - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7777,7777,Atrazine (precip+dry_dep),Atrazine,Atrazine - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7778,7778,Isoproturon (precip+dry_dep),Isoproturon,Isoproturon - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7779,7779,Heptachlor (precip+dry_dep),Heptachlor,Heptachlor - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/778,778,Isoproturon (air+aerosol),Isoproturon,Isoproturon - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7780,7780,Aldrin (precip+dry_dep),Aldrin,Aldrin - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7781,7781,HCB (precip+dry_dep),HCB,HCB - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/779,779,Heptachlor (air+aerosol),Heptachlor,Heptachlor - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/78,78,Xylene (air),C6H4-(CH3)2,C6H4-(CH3)2 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/780,780,Aldrin (air+aerosol),Aldrin,Aldrin - recommended unit: pg.m-3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7821,7821,TCDD (precip+dry_dep),TCDD,TCDD - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7822,7822,CDD1N (precip+dry_dep),CDD1N,CDD1N - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7823,7823,CDD4X (precip+dry_dep),CDD4X,CDD4X - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7824,7824,CDD6X (precip+dry_dep),CDD6X,CDD6X - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7825,7825,CDD9X (precip+dry_dep),CDD9X,CDD9X - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7826,7826,CDD6P (precip+dry_dep),CDD6P,CDD6P - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7827,7827,CDDO (precip+dry_dep),CDDO,CDDO - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7841,7841,CDF2T (precip+dry_dep),CDF2T,CDF2T - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7842,7842,CDFDN (precip+dry_dep),CDFDN,CDFDN - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7843,7843,CDF2N (precip+dry_dep),CDF2N,CDF2N - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7844,7844,CDFDX (precip+dry_dep),CDFDX,CDFDX - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7845,7845,CDF6X (precip+dry_dep),CDF6X,CDF6X - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7846,7846,CDF9X (precip+dry_dep),CDF9X,CDF9X - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7847,7847,CDF4X (precip+dry_dep),CDF4X,CDF4X - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7848,7848,CDF6P (precip+dry_dep),CDF6P,CDF6P - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7849,7849,CDF9P (precip+dry_dep),CDF9P,CDF9P - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7850,7850,CDFO (precip+dry_dep),CDFO,CDFO - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7851,7851,CDFX1 (precip+dry_dep),CDFX1,CDFX1 - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7852,7852,CDFP2 (precip+dry_dep),CDFP2,CDFP2 - recommended unit: pg.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7901,7901,BDE47 (precip+dry_dep),BDE47,BDE47 - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7902,7902,BDE85 (precip+dry_dep),BDE85,BDE85 - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7903,7903,BDE99 (precip+dry_dep),BDE99,BDE99 - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7904,7904,BDE100 (precip+dry_dep),BDE100,BDE100 - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7905,7905,BDE153 (precip+dry_dep),BDE153,BDE153 - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7906,7906,BDE154 (precip+dry_dep),BDE154,BDE154 - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7907,7907,BDE209 (precip+dry_dep),BDE209,BDE209 - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7908,7908,SCCP (precip+dry_dep),SCCP,SCCP - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7909,7909,MCCP (precip+dry_dep),MCCP,MCCP - recommended unit: ng.m-2.day-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7910,7910,HBCD (precip+dry_dep),HBCD,HBCD - recommended unit: ng.m-2.day-1,valid
