timestamp,value,timeseries_id,station_name,pollutant_name,pollutant_std
2025-01-01 00:00:00,1.135,2708,London Marylebone Road,Propene,Propene
2025-01-01 01:00:00,1.046,2708,London Marylebone Road,Propene,Propene
2025-01-01 02:00:00,1.082,2708,London Marylebone Road,Propene,Propene
2025-01-01 03:00:00,1.693,2708,London Marylebone Road,Propene,Propene
2025-01-01 04:00:00,1.201,2708,London Marylebone Road,Propene,Propene
2025-01-01 05:00:00,0.915,2708,London Marylebone Road,Propene,Propene
2025-01-01 06:00:00,0.994,2708,London Marylebone Road,Propene,Propene
2025-01-01 07:00:00,0.925,2708,London Marylebone Road,Propene,Propene
2025-01-01 08:00:00,0.932,2708,London Marylebone Road,Propene,Propene
2025-01-01 09:00:00,0.902,2708,London Marylebone Road,Propene,Propene
2025-01-01 10:00:00,0.842,2708,London Marylebone Road,Propene,Propene
2025-01-01 11:00:00,0.839,2708,London Marylebone Road,Propene,Propene
2025-01-01 12:00:00,0.818,2708,London Marylebone Road,Propene,Propene
2025-01-01 13:00:00,0.967,2708,London Marylebone Road,Propene,Propene
2025-01-01 14:00:00,0.788,2708,London Marylebone Road,Propene,Propene
2025-01-01 15:00:00,0.965,2708,London Marylebone Road,Propene,Propene
2025-01-01 16:00:00,1.317,2708,London Marylebone Road,Propene,Propene
2025-01-01 17:00:00,1.308,2708,London Marylebone Road,Propene,Propene
2025-01-01 18:00:00,1.641,2708,London Marylebone Road,Propene,Propene
2025-01-01 19:00:00,1.199,2708,London Marylebone Road,Propene,Propene
2025-01-01 20:00:00,1.093,2708,London Marylebone Road,Propene,Propene
2025-01-01 21:00:00,1.267,2708,London Marylebone Road,Propene,Propene
2025-01-01 22:00:00,1.341,2708,London Marylebone Road,Propene,Propene
2025-01-01 23:00:00,1.317,2708,London Marylebone Road,Propene,Propene
2025-01-02 00:00:00,1.054,2708,London Marylebone Road,Propene,Propene
2025-01-02 01:00:00,1.15,2708,London Marylebone Road,Propene,Propene
2025-01-02 02:00:00,1.812,2708,London Marylebone Road,Propene,Propene
2025-01-02 03:00:00,1.016,2708,London Marylebone Road,Propene,Propene
2025-01-02 04:00:00,0.92,2708,London Marylebone Road,Propene,Propene
2025-01-02 05:00:00,0.906,2708,London Marylebone Road,Propene,Propene
2025-01-02 06:00:00,0.883,2708,London Marylebone Road,Propene,Propene
2025-01-02 07:00:00,1.132,2708,London Marylebone Road,Propene,Propene
2025-01-02 08:00:00,1.289,2708,London Marylebone Road,Propene,Propene
2025-01-02 09:00:00,0.762,2708,London Marylebone Road,Propene,Propene
2025-01-02 10:00:00,0.902,2708,London Marylebone Road,Propene,Propene
2025-01-02 11:00:00,1.335,2708,London Marylebone Road,Propene,Propene
2025-01-02 12:00:00,0.862,2708,London Marylebone Road,Propene,Propene
2025-01-02 13:00:00,1.003,2708,London Marylebone Road,Propene,Propene
2025-01-02 14:00:00,0.74,2708,London Marylebone Road,Propene,Propene
2025-01-02 15:00:00,1.041,2708,London Marylebone Road,Propene,Propene
2025-01-02 16:00:00,0.96,2708,London Marylebone Road,Propene,Propene
2025-01-02 17:00:00,1.094,2708,London Marylebone Road,Propene,Propene
2025-01-02 18:00:00,1.483,2708,London Marylebone Road,Propene,Propene
2025-01-02 19:00:00,1.205,2708,London Marylebone Road,Propene,Propene
2025-01-02 20:00:00,1.475,2708,London Marylebone Road,Propene,Propene
2025-01-02 21:00:00,1.462,2708,London Marylebone Road,Propene,Propene
2025-01-02 22:00:00,1.463,2708,London Marylebone Road,Propene,Propene
2025-01-02 23:00:00,1.605,2708,London Marylebone Road,Propene,Propene
2025-01-03 00:00:00,1.565,2708,London Marylebone Road,Propene,Propene
2025-01-03 01:00:00,1.547,2708,London Marylebone Road,Propene,Propene
2025-01-03 02:00:00,1.838,2708,London Marylebone Road,Propene,Propene
2025-01-03 03:00:00,1.317,2708,London Marylebone Road,Propene,Propene
2025-01-03 04:00:00,1.072,2708,London Marylebone Road,Propene,Propene
2025-01-03 05:00:00,1.214,2708,London Marylebone Road,Propene,Propene
2025-01-03 06:00:00,1.187,2708,London Marylebone Road,Propene,Propene
2025-01-03 07:00:00,1.618,2708,London Marylebone Road,Propene,Propene
2025-01-03 08:00:00,1.325,2708,London Marylebone Road,Propene,Propene
2025-01-03 09:00:00,1.524,2708,London Marylebone Road,Propene,Propene
2025-01-03 10:00:00,1.308,2708,London Marylebone Road,Propene,Propene
2025-01-03 11:00:00,1.259,2708,London Marylebone Road,Propene,Propene
2025-01-03 12:00:00,1.19,2708,London Marylebone Road,Propene,Propene
2025-01-03 13:00:00,1.275,2708,London Marylebone Road,Propene,Propene
2025-01-03 14:00:00,1.217,2708,London Marylebone Road,Propene,Propene
2025-01-03 15:00:00,1.259,2708,London Marylebone Road,Propene,Propene
2025-01-03 16:00:00,1.393,2708,London Marylebone Road,Propene,Propene
2025-01-03 17:00:00,1.54,2708,London Marylebone Road,Propene,Propene
2025-01-03 18:00:00,1.613,2708,London Marylebone Road,Propene,Propene
2025-01-03 19:00:00,1.714,2708,London Marylebone Road,Propene,Propene
2025-01-03 20:00:00,2.785,2708,London Marylebone Road,Propene,Propene
2025-01-03 21:00:00,2.532,2708,London Marylebone Road,Propene,Propene
2025-01-03 22:00:00,-99.0,2708,London Marylebone Road,Propene,Propene
2025-01-03 23:00:00,-99.0,2708,London Marylebone Road,Propene,Propene
2025-01-04 00:00:00,-99.0,2708,London Marylebone Road,Propene,Propene
2025-01-04 01:00:00,-99.0,2708,London Marylebone Road,Propene,Propene
2025-01-04 02:00:00,-99.0,2708,London Marylebone Road,Propene,Propene
2025-01-04 03:00:00,1.3,2708,London Marylebone Road,Propene,Propene
2025-01-04 04:00:00,1.368,2708,London Marylebone Road,Propene,Propene
2025-01-04 05:00:00,1.302,2708,London Marylebone Road,Propene,Propene
2025-01-04 06:00:00,1.27,2708,London Marylebone Road,Propene,Propene
2025-01-04 07:00:00,1.124,2708,London Marylebone Road,Propene,Propene
2025-01-04 08:00:00,1.375,2708,London Marylebone Road,Propene,Propene
2025-01-04 09:00:00,1.571,2708,London Marylebone Road,Propene,Propene
2025-01-04 10:00:00,1.287,2708,London Marylebone Road,Propene,Propene
2025-01-04 11:00:00,1.532,2708,London Marylebone Road,Propene,Propene
2025-01-04 12:00:00,1.9,2708,London Marylebone Road,Propene,Propene
2025-01-04 13:00:00,1.874,2708,London Marylebone Road,Propene,Propene
2025-01-04 14:00:00,1.17,2708,London Marylebone Road,Propene,Propene
2025-01-04 15:00:00,1.174,2708,London Marylebone Road,Propene,Propene
2025-01-04 16:00:00,1.108,2708,London Marylebone Road,Propene,Propene
2025-01-04 17:00:00,1.056,2708,London Marylebone Road,Propene,Propene
2025-01-04 18:00:00,1.126,2708,London Marylebone Road,Propene,Propene
2025-01-04 19:00:00,1.538,2708,London Marylebone Road,Propene,Propene
2025-01-04 20:00:00,1.297,2708,London Marylebone Road,Propene,Propene
2025-01-04 21:00:00,1.014,2708,London Marylebone Road,Propene,Propene
2025-01-04 22:00:00,1.02,2708,London Marylebone Road,Propene,Propene
2025-01-04 23:00:00,1.169,2708,London Marylebone Road,Propene,Propene
2025-01-05 00:00:00,2.126,2708,London Marylebone Road,Propene,Propene
2025-01-05 01:00:00,1.071,2708,London Marylebone Road,Propene,Propene
2025-01-05 02:00:00,1.196,2708,London Marylebone Road,Propene,Propene
2025-01-05 03:00:00,0.868,2708,London Marylebone Road,Propene,Propene
2025-01-05 04:00:00,0.831,2708,London Marylebone Road,Propene,Propene
2025-01-05 05:00:00,0.937,2708,London Marylebone Road,Propene,Propene
2025-01-05 06:00:00,1.407,2708,London Marylebone Road,Propene,Propene
2025-01-05 07:00:00,1.029,2708,London Marylebone Road,Propene,Propene
2025-01-05 08:00:00,1.146,2708,London Marylebone Road,Propene,Propene
2025-01-05 09:00:00,1.586,2708,London Marylebone Road,Propene,Propene
2025-01-05 10:00:00,1.404,2708,London Marylebone Road,Propene,Propene
2025-01-05 11:00:00,1.068,2708,London Marylebone Road,Propene,Propene
2025-01-05 12:00:00,1.005,2708,London Marylebone Road,Propene,Propene
2025-01-05 13:00:00,0.959,2708,London Marylebone Road,Propene,Propene
2025-01-05 14:00:00,1.162,2708,London Marylebone Road,Propene,Propene
2025-01-05 15:00:00,1.121,2708,London Marylebone Road,Propene,Propene
2025-01-05 16:00:00,1.122,2708,London Marylebone Road,Propene,Propene
2025-01-05 17:00:00,1.218,2708,London Marylebone Road,Propene,Propene
2025-01-05 18:00:00,1.158,2708,London Marylebone Road,Propene,Propene
2025-01-05 19:00:00,1.09,2708,London Marylebone Road,Propene,Propene
