@MeasurementDateGMT,@LocalAuthorityName,@SiteCode,@SiteName,@SiteType,@SpeciesCode,@Value,@DateClosed,@DateOpened,@Latitude,@Longitude
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,GR5,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,TL4,,,PM10,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR9,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,NO2,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,GR8,,,PM10,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
,,HN0,,,NO2,,,,,
