@MeasurementDateGMT,@LocalAuthorityName,@SiteCode,@SiteName,@SiteType,@SpeciesCode,@Value,@DateClosed,@DateOpened,@Latitude,@Longitude
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,NO2,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EN5,,,PM10,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EI1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN1,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,NO2,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN2,,,PM10,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
,,EN4,,,NO2,,,,,
