feature,importance,category
hour_t-12,0.0007197397041651121,temporal_hour
hour_t-9,0.0007071000679479275,temporal_hour
London_Hillingdon_O3_t-2,0.0006859914758226529,O3
Southwark_A2_Old_Kent_Road_NO2_t-3,0.0006806586277308724,NO2
hour_t-5,0.0006682350965989531,temporal_hour
Camden_Kerbside_NO2_t-12,0.0006305853791914142,NO2
London_Bloomsbury_O3_t-1,0.0006277626455251569,O3
Southwark_A2_Old_Kent_Road_NO2_t-2,0.0006268414999463362,NO2
London_Harlington_NO2_t-9,0.0006159872298676324,NO2
London_Haringey_Priory_Park_South_NO2_t-4,0.0006155485918821096,NO2
London_Bexley_NO2_t-2,0.0006125662728295597,NO2
London_N._Kensington_O3_t-10,0.0005974824010223673,O3
London_Westminster_NO2_t-3,0.0005772007524922142,NO2
hour_t-8,0.0005665118339508345,temporal_hour
hour_t-4,0.0005644558557724158,temporal_hour
London_Marylebone_Road_NO2_t-2,0.0005607310205799609,NO2
London_Bloomsbury_NO2_t-2,0.0005564350059443847,NO2
London_Hillingdon_O3_t-4,0.0005547793041231861,O3
London_Bexley_NO2_t-5,0.0005499698500608986,NO2
London_Hillingdon_O3_t-12,0.0005485528168841463,O3
London_Haringey_Priory_Park_South_NO2_t-8,0.0005391664752905658,NO2
London_Westminster_NO2_t-2,0.0005358301850373436,NO2
London_Hillingdon_NO2_t-5,0.0005343354519647972,NO2
Camden_Kerbside_NO2_t-4,0.0005239716104023991,NO2
London_Bloomsbury_NO2_t-3,0.0005187931171876913,NO2
London_Bloomsbury_O3_t-12,0.000501691112521638,O3
London_Marylebone_Road_NO2_t-8,0.0005000269244548525,NO2
London_Harlington_NO2_t-12,0.0004971051926014885,NO2
London_Hillingdon_NO2_t-10,0.0004918018556895112,NO2
hour_t-1,0.0004844106071607629,temporal_hour
London_Hillingdon_NO2_t-7,0.0004842224735737318,NO2
Southwark_A2_Old_Kent_Road_NO2_t-4,0.0004778516491578156,NO2
London_Haringey_Priory_Park_South_NO2_t-9,0.0004750188084915325,NO2
London_Hillingdon_NO2_t-9,0.0004740398143437672,NO2
London_Marylebone_Road_NO2_t-11,0.0004728535160133732,NO2
London_Marylebone_Road_NO2_t-4,0.00047214249687011894,NO2
London_Marylebone_Road_NO2_t-12,0.0004678653897668951,NO2
London_Marylebone_Road_NO2_t-5,0.00046639528940334274,NO2
hour_t-6,0.00046591911669281526,temporal_hour
London_Haringey_Priory_Park_South_NO2_t-10,0.0004648399192289989,NO2
hour_t-7,0.0004638657087041148,temporal_hour
Camden_Kerbside_NO2_t-10,0.0004637898170920634,NO2
Camden_Kerbside_NO2_t-8,0.0004605437103653203,NO2
Camden_Kerbside_NO2_t-11,0.00045737668998629906,NO2
London_Haringey_Priory_Park_South_NO2_t-7,0.00045681583193475417,NO2
London_Bloomsbury_NO2_t-9,0.00045496092228726963,NO2
London_Harlington_NO2_t-10,0.0004491600145452748,NO2
Camden_Kerbside_NO2_t-9,0.00044252589251980604,NO2
London_Marylebone_Road_NO2_t-9,0.00043869688315257963,NO2
London_Hillingdon_NO2_t-12,0.0004386409973131228,NO2
Camden_Kerbside_NO2_t-7,0.00043752020599984164,NO2
London_N._Kensington_O3_t-12,0.00043619015499830167,O3
Camden_Kerbside_NO2_t-5,0.00043351721068859213,NO2
London_Westminster_O3_t-10,0.0004316650574303241,O3
London_Marylebone_Road_NO2_t-7,0.0004314963561005475,NO2
London_Hillingdon_PM10_t-1,0.0004310131363074209,PM10
London_Hillingdon_PM10_t-6,0.0004296343413513977,PM10
London_Harlington_NO2_t-5,0.0004279312498460787,NO2
London_Harlington_NO2_t-11,0.00042537412916971405,NO2
London_Marylebone_Road_NO2_t-10,0.00041945300610710156,NO2
London_Bloomsbury_NO2_t-12,0.000417822899647835,NO2
London_N._Kensington_O3_t-2,0.0004161747309693103,O3
London_Haringey_Priory_Park_South_NO2_t-11,0.00040989596632946574,NO2
London_Bloomsbury_O3_t-2,0.0004088255349093653,O3
London_Haringey_Priory_Park_South_NO2_t-12,0.00040858341056940103,NO2
London_Hillingdon_NO2_t-8,0.0004055265531070513,NO2
London_Bloomsbury_O3_t-3,0.00040513148551356016,O3
London_N._Kensington_O3_t-11,0.0004032474575536735,O3
London_Bloomsbury_NO2_t-10,0.0004010941103241733,NO2
London_Marylebone_Road_NO2_t-6,0.0004002684493604302,NO2
London_Hillingdon_O3_t-10,0.000397456885531282,O3
London_Hillingdon_PM10_t-12,0.00039513488071864363,PM10
London_N._Kensington_O3_t-9,0.00039469203477899184,O3
Borehamwood_Meadow_Park_NO2_t-12,0.0003946310620867352,NO2
London_Hillingdon_NO2_t-11,0.000391881501113676,NO2
London_Bloomsbury_NO2_t-7,0.000390367247009982,NO2
London_Westminster_O3_t-12,0.0003862567522519744,O3
Southwark_A2_Old_Kent_Road_NO2_t-5,0.00038590207361325154,NO2
Borehamwood_Meadow_Park_NO2_t-10,0.0003854789055713842,NO2
London_Bexley_NO2_t-10,0.0003849811583516558,NO2
London_Harlington_PM10_t-1,0.00038391601143541326,PM10
London_Westminster_O3_t-11,0.00038367654111745185,O3
London_N._Kensington_NO2_t-4,0.00038199025356287986,NO2
London_Westminster_O3_t-2,0.0003776927005908649,O3
London_Hillingdon_O3_t-11,0.00037750999293392404,O3
London_Harlington_NO2_t-8,0.0003770585902167281,NO2
London_Bexley_NO2_t-12,0.00037684529308214194,NO2
Borehamwood_Meadow_Park_PM10_t-12,0.00037495981009239964,PM10
London_Westminster_NO2_t-12,0.0003739031072689995,NO2
London_Hillingdon_O3_t-5,0.00037336784526625086,O3
London_Hillingdon_O3_t-9,0.0003720720617225639,O3
Borehamwood_Meadow_Park_NO2_t-11,0.00036868772127053904,NO2
London_Bloomsbury_NO2_t-8,0.0003681782128382446,NO2
London_Harlington_NO2_t-6,0.00036719870154271905,NO2
London_N._Kensington_NO2_t-10,0.00036662434182980553,NO2
Southwark_A2_Old_Kent_Road_NO2_t-9,0.0003615687765164368,NO2
London_Haringey_Priory_Park_South_NO2_t-5,0.0003608892416535859,NO2
London_Westminster_O3_t-9,0.0003603738830447802,O3
Borehamwood_Meadow_Park_NO2_t-4,0.000356756496121967,NO2
London_Honor_Oak_Park_PM10_t-12,0.00035387607192492813,PM10
London_Westminster_NO2_t-8,0.0003532618777439327,NO2
London_Hillingdon_NO2_t-6,0.0003525998741185229,NO2
London_Hillingdon_PM10_t-11,0.00035142520393150703,PM10
Southwark_A2_Old_Kent_Road_NO2_t-11,0.00034967898911657854,NO2
London_Hillingdon_O3_t-7,0.00034784387184243464,O3
London_Bloomsbury_NO2_t-4,0.00034642954848525313,NO2
Camden_Kerbside_NO2_t-6,0.0003463437767533144,NO2
Borehamwood_Meadow_Park_NO2_t-9,0.00034623995399318147,NO2
London_Hillingdon_PM10_t-10,0.0003438052896725991,PM10
London_Westminster_O3_t-3,0.0003415946867581223,O3
London_N._Kensington_O3_t-8,0.0003407877650647864,O3
London_N._Kensington_NO2_t-8,0.00034023020257893384,NO2
London_Bloomsbury_NO2_t-5,0.00033870062676085566,NO2
London_Bloomsbury_NO2_t-6,0.0003374992031215146,NO2
London_Westminster_NO2_t-10,0.0003368247438455159,NO2
Southwark_A2_Old_Kent_Road_NO2_t-12,0.00033383242821146417,NO2
London_Honor_Oak_Park_PM10_t-1,0.0003331665859142197,PM10
London_Bexley_NO2_t-9,0.0003324133965430882,NO2
hour_t-3,0.00033060531989243956,temporal_hour
Borehamwood_Meadow_Park_PM10_t-1,0.0003299111253045067,PM10
London_N._Kensington_O3_t-3,0.00032826972467350974,O3
London_Westminster_NO2_t-9,0.0003275346307128897,NO2
London_N._Kensington_NO2_t-9,0.00032586409667131194,NO2
London_Bloomsbury_PM10_t-1,0.000325182712180082,PM10
London_Bloomsbury_O3_t-7,0.0003180573330229985,O3
London_Bloomsbury_NO2_t-11,0.00031637145502345443,NO2
Southwark_A2_Old_Kent_Road_NO2_t-8,0.00031303151935827147,NO2
London_Westminster_NO2_t-4,0.00031253774359189687,NO2
London_Bloomsbury_O3_t-11,0.00030988370590990204,O3
London_Hillingdon_O3_t-6,0.000309135094060918,O3
hour_t-10,0.0003071548251309019,temporal_hour
London_Bloomsbury_PM10_t-12,0.0003071273406659911,PM10
London_Harlington_NO2_t-7,0.0003064085660568977,NO2
London_N._Kensington_NO2_t-11,0.00030572784273963827,NO2
London_Harlington_PM10_t-12,0.0003027363359695369,PM10
Borehamwood_Meadow_Park_NO2_t-8,0.0003010836957683672,NO2
London_Hillingdon_O3_t-8,0.0002999431509762957,O3
London_Hillingdon_PM10_t-5,0.0002996219641862555,PM10
London_Westminster_NO2_t-6,0.00029959458275125717,NO2
London_Bloomsbury_O3_t-8,0.0002983362058874499,O3
London_Westminster_NO2_t-5,0.000298279518220939,NO2
London_Westminster_O3_t-8,0.0002968576129435631,O3
London_Bexley_NO2_t-11,0.00029640303431010374,NO2
London_Hillingdon_PM10_t-4,0.0002950935592712344,PM10
London_Westminster_O3_t-4,0.0002942246148166106,O3
London_Westminster_NO2_t-11,0.00029312646902794,NO2
London_Westminster_NO2_t-7,0.00029222995622855535,NO2
London_Bloomsbury_O3_t-4,0.00029156449178387194,O3
London_N._Kensington_NO2_t-12,0.00028694668212112375,NO2
Southwark_A2_Old_Kent_Road_NO2_t-6,0.00028611262707727963,NO2
London_Hillingdon_PM10_t-2,0.00028518325579097905,PM10
London_Harlington_PM10_t-3,0.0002841043581764385,PM10
London_Harlington_PM10_t-2,0.00028257305248384707,PM10
London_Bloomsbury_PM10_t-8,0.0002816285310502484,PM10
London_Haringey_Priory_Park_South_NO2_t-6,0.0002812041295442062,NO2
London_Honor_Oak_Park_PM10_t-2,0.00027778904141307156,PM10
London_Bloomsbury_PM10_t-3,0.000275910452283596,PM10
London_Hillingdon_PM10_t-7,0.0002759025371722742,PM10
Borehamwood_Meadow_Park_NO2_t-5,0.0002757784945896641,NO2
Southwark_A2_Old_Kent_Road_NO2_t-10,0.0002721360554692515,NO2
hour_t-11,0.0002704171260286792,temporal_hour
London_Honor_Oak_Park_PM10_t-10,0.0002686820957158713,PM10
London_Bloomsbury_O3_t-9,0.0002653870049004786,O3
London_N._Kensington_NO2_t-7,0.00026489557179624037,NO2
London_Bloomsbury_PM10_t-11,0.00026428683727738894,PM10
London_Bloomsbury_O3_t-10,0.000263340404055128,O3
London_Hillingdon_PM10_t-3,0.00026325521455489935,PM10
London_Bexley_NO2_t-8,0.0002627187704919346,NO2
London_Westminster_O3_t-7,0.0002612508963226977,O3
London_N._Kensington_NO2_t-5,0.00025976247239761665,NO2
London_Hillingdon_PM10_t-8,0.00025939809342941604,PM10
Borehamwood_Meadow_Park_PM10_t-3,0.00025894507287812596,PM10
Borehamwood_Meadow_Park_NO2_t-7,0.0002589223805541136,NO2
London_Bexley_NO2_t-6,0.0002584442599918824,NO2
London_Harlington_PM10_t-10,0.0002561295359025289,PM10
Borehamwood_Meadow_Park_PM10_t-11,0.0002555607804429169,PM10
Borehamwood_Meadow_Park_NO2_t-6,0.00025280256271232823,NO2
London_Bloomsbury_PM10_t-9,0.0002481839365450685,PM10
Borehamwood_Meadow_Park_PM10_t-2,0.00024783958953960455,PM10
London_Westminster_O3_t-6,0.0002444123320980177,O3
London_N._Kensington_O3_t-4,0.00024402622438682108,O3
London_Hillingdon_PM10_t-9,0.00024348887350022212,PM10
Southwark_A2_Old_Kent_Road_NO2_t-7,0.00024328534662355095,NO2
London_N._Kensington_O3_t-5,0.00024127750435669687,O3
London_N._Kensington_O3_t-7,0.00024014222520613506,O3
London_Harlington_PM10_t-5,0.00023952519547627257,PM10
hour_t-2,0.00023857446499524738,temporal_hour
London_Bloomsbury_O3_t-6,0.00023819101305831686,O3
London_Harlington_PM10_t-8,0.00023707414456055988,PM10
London_Harlington_PM10_t-4,0.00023418453415941857,PM10
Borehamwood_Meadow_Park_PM10_t-4,0.0002323575392190937,PM10
London_Honor_Oak_Park_PM10_t-11,0.00022934871826932237,PM10
London_N._Kensington_NO2_t-6,0.00022730978481579279,NO2
London_Harlington_PM10_t-9,0.0002258930049830431,PM10
Borehamwood_Meadow_Park_PM10_t-9,0.00022585047991272774,PM10
London_Bloomsbury_PM10_t-6,0.0002243814991047528,PM10
London_Bexley_NO2_t-7,0.00022390548580870809,NO2
London_Honor_Oak_Park_PM10_t-7,0.00022320091231175233,PM10
London_Harlington_PM10_t-7,0.0002224195070246545,PM10
London_Harlington_PM10_t-6,0.0002212473236826313,PM10
London_Westminster_O3_t-5,0.00022081769855450097,O3
London_Bloomsbury_PM10_t-10,0.00022057066651618294,PM10
London_Harlington_PM10_t-11,0.00021955431183781808,PM10
London_Bloomsbury_PM10_t-5,0.0002195001048096376,PM10
London_Honor_Oak_Park_PM10_t-9,0.00021872740139899094,PM10
London_Bloomsbury_PM10_t-7,0.00021856208513420275,PM10
London_Honor_Oak_Park_PM10_t-3,0.0002128515007580612,PM10
Borehamwood_Meadow_Park_PM10_t-10,0.00020916386712853852,PM10
London_Honor_Oak_Park_PM10_t-8,0.00020885357009945883,PM10
London_Honor_Oak_Park_PM10_t-4,0.000207215261629024,PM10
London_Honor_Oak_Park_PM10_t-6,0.00020684129569367179,PM10
London_Bloomsbury_PM10_t-2,0.00020489885684151223,PM10
London_N._Kensington_O3_t-6,0.0002024241622548062,O3
London_Bloomsbury_O3_t-5,0.0002018924508544428,O3
Borehamwood_Meadow_Park_PM10_t-8,0.00019977292385087766,PM10
Borehamwood_Meadow_Park_PM10_t-7,0.00019842973759340166,PM10
Borehamwood_Meadow_Park_PM10_t-5,0.00019552084658819584,PM10
London_Bloomsbury_PM10_t-4,0.0001927721960890297,PM10
London_Honor_Oak_Park_PM10_t-5,0.00017636737915778866,PM10
Borehamwood_Meadow_Park_PM10_t-6,0.00017125817069325375,PM10
day_of_week_t-12,0.00010053977136014909,temporal_day
day_of_week_t-1,9.216376731892753e-05,temporal_day
day_of_week_t-2,8.389131484311443e-05,temporal_day
day_of_week_t-11,8.298262622919224e-05,temporal_day
day_of_week_t-10,8.072153538645418e-05,temporal_day
day_of_week_t-9,7.590851419350686e-05,temporal_day
day_of_week_t-7,7.319497860328963e-05,temporal_day
day_of_week_t-3,6.077012417777439e-05,temporal_day
day_of_week_t-8,5.974156447252479e-05,temporal_day
day_of_week_t-4,5.571546113971309e-05,temporal_day
month_t-8,5.441649752532515e-05,temporal_month
day_of_week_t-6,5.296582972168894e-05,temporal_day
month_t-4,5.2494826556501604e-05,temporal_month
month_t-5,4.7727221388758555e-05,temporal_month
month_t-6,4.7274917650189175e-05,temporal_month
month_t-9,4.616408426926821e-05,temporal_month
day_of_week_t-5,4.5876988211611146e-05,temporal_day
month_t-2,4.503085360711093e-05,temporal_month
month_t-1,4.305523207148636e-05,temporal_month
month_t-12,4.273461303610076e-05,temporal_month
month_t-11,4.217757487835617e-05,temporal_month
month_t-3,4.1789530255510835e-05,temporal_month
month_t-10,3.512888056892555e-05,temporal_month
month_t-7,3.402823768150454e-05,temporal_month
is_weekend_t-7,1.1614560969786207e-05,temporal_weekend
is_weekend_t-12,1.1365899061855458e-05,temporal_weekend
is_weekend_t-11,8.091375888083435e-06,temporal_weekend
is_weekend_t-8,8.068744990981589e-06,temporal_weekend
is_weekend_t-10,6.7780141668550265e-06,temporal_weekend
is_weekend_t-5,6.637657010685547e-06,temporal_weekend
is_weekend_t-9,6.29978155158532e-06,temporal_weekend
is_weekend_t-1,5.849221823472732e-06,temporal_weekend
is_weekend_t-3,5.757202257944187e-06,temporal_weekend
is_weekend_t-2,5.456476672696821e-06,temporal_weekend
is_weekend_t-4,5.394586182409873e-06,temporal_weekend
is_weekend_t-6,3.918080892081804e-06,temporal_weekend
