target,site,pollutant,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,test_r2,test_rmse,test_mae,n_estimators,max_depth,min_samples_split,min_samples_leaf
WA7_PM10,WA7,PM10,0.8594184783083149,0.02129247932704473,0.015236284900219969,0.6251436673091,0.04166302514902841,0.028505384721759588,0.30815784629785903,0.07190692546780772,0.023926501554887576,100,10,5,1
WA9_PM10,WA9,PM10,0.8963921363619214,0.02937369783622336,0.02221524370091037,0.7514686170246662,0.05622544817207054,0.03795603834583705,0.6372562556771263,0.042283945327602934,0.029912633686419346,100,10,5,1
WAA_NO2,WAA,NO2,0.954096184239425,0.017979564862066023,0.011399091523435148,0.885061705857682,0.035589802681997025,0.024358536960934034,0.81204735423107,0.021294918827366165,0.012618987498563789,100,10,5,2
WAA_PM10,WAA,PM10,0.8667972141753028,0.009898564007530315,0.005355458357855865,0.707217162347755,0.020840324199905703,0.012358516691739426,0.6224050930498258,0.01262382450155914,0.007653051216645342,100,10,5,1
WAB_NO2,WAB,NO2,0.9217709767018292,0.037411391350701324,0.02608551205751415,0.783238990287199,0.07579303045781881,0.046805540230293895,0.8408784183798468,0.04287744033145717,0.03215269889548118,100,10,5,2
WAB_PM10,WAB,PM10,0.8393901662146052,0.006680475309353613,0.004276491589894587,0.5817435407269929,0.013203848467103816,0.008152808058415976,0.5075905747308609,0.008447522399890708,0.005809263804372164,100,10,5,1
WAC_PM10,WAC,PM10,0.8402882455762574,0.02695577471202265,0.018942025350989922,0.7280070588960961,0.042801222260680685,0.02721201364402002,0.5365234020185154,0.026075718059887988,0.01763763990667915,100,10,5,1
WM5_NO2,WM5,NO2,0.9565690785019156,0.02153114521473978,0.014335325800311357,0.9037448769188601,0.04093307904100603,0.02758186358517599,0.820122882097425,0.031026341687736922,0.021787914394574098,100,10,5,2
WM6_NO2,WM6,NO2,0.8976004221396764,0.04376121031561763,0.03286285192026191,0.8399874877246374,0.05258880261487309,0.0391105504842119,0.7377003569346996,0.04758136718256737,0.03560260780801581,100,10,5,2
WM6_PM10,WM6,PM10,0.8931037439752515,0.025721404321472255,0.014819032195606959,-8.658325293684944e+27,0.005165319421116683,0.0033693138223355344,-2.808817220660092e+27,0.00294199529396763,0.0016149201627670843,100,10,5,1
WMD_NO2,WMD,NO2,0.8536604386978147,0.04269701083515407,0.031069276955080265,0.7670871254054783,0.04918126357557986,0.036895377776152934,0.5427160902982522,0.04710031976614566,0.03488106052146958,100,10,5,2
WMD_PM25,WMD,PM25,0.93871346502688,0.01637863333578918,0.012366041171367567,0.8921449143283593,0.031175206834106142,0.020497616510333237,0.734905498562502,0.018532315926464194,0.013436507432150654,100,10,2,1
