target,site,pollutant,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,test_r2,test_rmse,test_mae,n_estimators,max_depth,min_samples_split,min_samples_leaf
TH2_NO2,TH2,NO2,0.9552612479056348,0.026218824380536385,0.01957598875261327,0.9046001264266724,0.037591694389628026,0.0262178258704456,0.8781900675891128,0.031078057346782595,0.022414949035173895,100,10,5,2
TH4_NO2,TH4,NO2,0.9209120955348672,0.03117109455590581,0.023815564404712736,0.8717944185487678,0.03685270742751357,0.02562532600050715,-5.191427801834098e+28,0.018972078043176004,0.01524427624791919,100,10,5,2
TH4_O3,TH4,O3,0.9586860333263777,0.027975684369935448,0.021604886422990365,0.9137555023685194,0.03240764851225037,0.022913579094696702,-9.31953198299144e+28,0.016946393463492,0.013689097451356234,100,10,5,1
TH4_PM10,TH4,PM10,0.8681135056672367,0.020742200122234142,0.013798601995030899,0.78227461372824,0.05639787147271644,0.02718283005589914,-7.50238557311786e+28,0.007602386212132735,0.003240822607991084,100,10,5,1
TH4_PM25,TH4,PM25,0.9432848435319627,0.015925238585316595,0.011412561446729376,0.9223639243698945,0.032065943438152916,0.015569736114212952,0.0,0.0031894612107607264,0.00241862356192902,100,10,2,1
TL4_NO2,TL4,NO2,0.9278988288392451,0.027486011218994542,0.015728686799256826,0.7555169863447677,0.04409427133117446,0.02068269562125247,0.7961594413679806,0.04087340304283558,0.029538562992596586,100,10,5,2
TL5_NO2,TL5,NO2,0.9330344728111934,0.027299740746862717,0.018981310135713754,0.8755098009176694,0.04566773799198722,0.030019015226942003,0.7424994839544549,0.022299851563046848,0.01197650748528161,100,10,5,2
TL6_NO2,TL6,NO2,0.9050899673391382,0.015215218448339545,0.00944678195478364,0.8377828376731431,0.025272031963439582,0.016610792336584728,0.8091691492685131,0.015915250000927878,0.010853495101428653,100,10,5,2
TL6_PM25,TL6,PM25,0.8771490581061305,0.005154682342208524,0.002134512876133588,-0.29731186821007416,0.012823251184095148,0.004097502787398102,0.3387997324384845,0.004208476915793885,0.0024577676372813523,100,10,2,1
WA7_NO2,WA7,NO2,0.8350836083106353,0.015274875326259478,0.0074002041379641215,0.7931838898897474,0.024402311922650525,0.01774914372994112,0.6849769883265324,0.022397930591764436,0.016323839869352957,100,10,5,2
