@MeasurementDateGMT,@Value,pollutant_std
2023-09-29 14:00:00,50.9,NO2
2023-09-29 15:00:00,74.1,NO2
2023-09-29 16:00:00,50.9,NO2
2023-09-29 17:00:00,88.0,NO2
2023-09-29 18:00:00,63.7,NO2
2023-09-29 19:00:00,81.9,NO2
2023-09-29 20:00:00,52.5,NO2
2023-09-29 21:00:00,74.6,NO2
2023-09-29 22:00:00,56.6,NO2
2023-09-29 23:00:00,43.5,NO2
