target,category,train_r2,val_r2,test_r2,test_rmse,test_mae,gap,is_broken
Tower_Hamlets_Roadside_NO,Nitrogen,0.9416474619030613,0.8381150347150612,-9.71712656307706e+29,0.006840048432070992,0.0038382439898674457,0.10353242718800004,True
Tower_Hamlets_Roadside_NO2,Regulatory,0.9501412656702621,0.9225115372512538,-2.7805382392889734e+29,0.014635739621297442,0.010905949494313531,0.027629728419008348,True
Tower_Hamlets_Roadside_NOx,Nitrogen,0.9485792471762944,0.8616082215641953,-5.3148336183383445e+29,0.01011731051959649,0.007820926637799291,0.08697102561209913,True
